"","Region","SurveyName","Species","Common","TrendCategory","Notes","Haul_Inc_Dec","Bio_Inc_Dec"
"942","Southeast US","SEAMAP Summer Coastal Trawl Survey","Callinectes sapidus","Blue crab","Persistently Present",NA,"Increasing",NA
"943","Southeast US","SEAMAP Summer Coastal Trawl Survey","Callinectes similis","Lesser blue crab","Persistently Present",NA,NA,NA
"944","Southeast US","SEAMAP Summer Coastal Trawl Survey","Caranx crysos","Blue runner","Persistently Present",NA,"Decreasing",NA
"945","Southeast US","SEAMAP Summer Coastal Trawl Survey","Carcharhinus acronotus","Blacknose shark","Persistently Present",NA,NA,NA
"946","Southeast US","SEAMAP Summer Coastal Trawl Survey","Carcharhinus brevipinna","Spinner shark","Potentially Disappearing",NA,NA,NA
"947","Southeast US","SEAMAP Summer Coastal Trawl Survey","Carcharhinus limbatus","Blacktip shark","Emerged",NA,"Decreasing",NA
"948","Southeast US","SEAMAP Summer Coastal Trawl Survey","Centropristis philadelphica","Rock sea bass","Persistently Present",NA,NA,"Decreasing"
"949","Southeast US","SEAMAP Summer Coastal Trawl Survey","Centropristis striata","Black sea bass","Persistently Present",NA,NA,NA
"950","Southeast US","SEAMAP Summer Coastal Trawl Survey","Chaetodipterus faber","Atlantic spadefish","Persistently Present",NA,NA,NA
"951","Southeast US","SEAMAP Summer Coastal Trawl Survey","Chilomycterus schoepfii","Striped burrfish","Persistently Present",NA,NA,NA
"952","Southeast US","SEAMAP Summer Coastal Trawl Survey","Chloroscombrus chrysurus","Atlantic bumper","Persistently Present",NA,"Decreasing","Decreasing"
"953","Southeast US","SEAMAP Summer Coastal Trawl Survey","Citharichthys macrops","Spotted whiff","Persistently Present",NA,NA,NA
"954","Southeast US","SEAMAP Summer Coastal Trawl Survey","Citharichthys spilopterus","Bay whiff","Persistently Present",NA,NA,NA
"955","Southeast US","SEAMAP Summer Coastal Trawl Survey","Cynoscion nothus","Silver seatrout","Persistently Present",NA,"Decreasing",NA
"956","Southeast US","SEAMAP Summer Coastal Trawl Survey","Cynoscion regalis","Weakfish","Persistently Present",NA,"Decreasing",NA
"957","Southeast US","SEAMAP Summer Coastal Trawl Survey","Decapterus punctatus","Round scad","Sporadic - Primarily Present",NA,NA,NA
"958","Southeast US","SEAMAP Summer Coastal Trawl Survey","Diplectrum formosum","Sand perch","Persistently Present",NA,NA,NA
"959","Southeast US","SEAMAP Summer Coastal Trawl Survey","Doryteuthis sp","Inshore Squid sp.","Persistently Present",NA,"Increasing",NA
"960","Southeast US","SEAMAP Summer Coastal Trawl Survey","Echeneis naucrates","Sharksucker","Persistently Present",NA,NA,NA
"961","Southeast US","SEAMAP Summer Coastal Trawl Survey","Etropus crossotus","Fringed flounder","Persistently Present",NA,NA,NA
"962","Southeast US","SEAMAP Summer Coastal Trawl Survey","Etropus cyclosquamus","Shelf flounder","Persistently Present",NA,NA,NA
"963","Southeast US","SEAMAP Summer Coastal Trawl Survey","Etrumeus sadina","Round herring","Potentially Disappearing",NA,"Decreasing",NA
"964","Southeast US","SEAMAP Summer Coastal Trawl Survey","Eucinostomus spp.","Mojarras","Persistently Present",NA,"Increasing",NA
"965","Southeast US","SEAMAP Summer Coastal Trawl Survey","Gibbesia neglecta","Lesser mantis shrimp","Persistently Present",NA,NA,NA
"966","Southeast US","SEAMAP Summer Coastal Trawl Survey","Gobiosoma bosc","Naked goby","Sporadic - Primarily Present",NA,NA,NA
"967","Southeast US","SEAMAP Summer Coastal Trawl Survey","Gymnura micrura","Smooth butterfly ray","Persistently Present",NA,"Decreasing","Decreasing"
"968","Southeast US","SEAMAP Summer Coastal Trawl Survey","Haemulon aurolineatum","Tomtate grunt","Potentially Disappearing",NA,NA,NA
"969","Southeast US","SEAMAP Summer Coastal Trawl Survey","Harengula jaguana","Scaled sardine","Emerged",NA,NA,NA
"970","Southeast US","SEAMAP Summer Coastal Trawl Survey","Hepatus epheliticus","Calico box crab","Persistently Present",NA,"Decreasing",NA
"971","Southeast US","SEAMAP Summer Coastal Trawl Survey","Hippocampus erectus","Lined seahorse","Sporadic - Primarily Present",NA,NA,NA
"972","Southeast US","SEAMAP Summer Coastal Trawl Survey","Hypanus americanus","Southern stingray","Persistently Present",NA,"Decreasing",NA
"973","Southeast US","SEAMAP Summer Coastal Trawl Survey","Hypanus say","Bluntnose stingray","Persistently Present",NA,"Decreasing",NA
"974","Southeast US","SEAMAP Summer Coastal Trawl Survey","Hypleurochilus geminatus","Crested blenny","Sporadic - Primarily Present",NA,NA,NA
"975","Southeast US","SEAMAP Summer Coastal Trawl Survey","Lagocephalus laevigatus","Smooth puffer","Emerged",NA,NA,NA
"976","Southeast US","SEAMAP Summer Coastal Trawl Survey","Lagodon rhomboides","Pinfish","Persistently Present",NA,"Decreasing","Decreasing"
"977","Southeast US","SEAMAP Summer Coastal Trawl Survey","Larimus fasciatus","Banded drum","Persistently Present",NA,"Decreasing",NA
"978","Southeast US","SEAMAP Summer Coastal Trawl Survey","Leiostomus xanthurus","Spot","Persistently Present",NA,"Decreasing",NA
"979","Southeast US","SEAMAP Summer Coastal Trawl Survey","Limulus polyphemus","Horseshoe crab","Emerged",NA,"Decreasing","Decreasing"
"980","Southeast US","SEAMAP Summer Coastal Trawl Survey","Lolliguncula brevis","Atlantic brief squid","Persistently Present",NA,NA,NA
"981","Southeast US","SEAMAP Summer Coastal Trawl Survey","Menippe mercenaria","Florida stone crab","Persistently Present",NA,NA,NA
"982","Southeast US","SEAMAP Summer Coastal Trawl Survey","Menticirrhus americanus","Southern kingfish","Persistently Present",NA,"Decreasing",NA
"983","Southeast US","SEAMAP Summer Coastal Trawl Survey","Menticirrhus littoralis","Gulf kingfish","Persistently Present",NA,NA,NA
"984","Southeast US","SEAMAP Summer Coastal Trawl Survey","Menticirrhus saxatilis","Northern kingfish","Persistently Present",NA,NA,NA
"985","Southeast US","SEAMAP Summer Coastal Trawl Survey","Micropogonias undulatus","Atlantic croaker","Persistently Present",NA,"Decreasing",NA
"986","Southeast US","SEAMAP Summer Coastal Trawl Survey","Mobula hypostoma","Devil ray","Potentially Disappearing",NA,"Decreasing",NA
"987","Southeast US","SEAMAP Summer Coastal Trawl Survey","Mustelus canis","Smooth dogfish","Sporadic - Primarily Present",NA,NA,NA
"988","Southeast US","SEAMAP Summer Coastal Trawl Survey","Myliobatis freminvillei","Bullnose eagle ray","Persistently Present",NA,"Decreasing",NA
"989","Southeast US","SEAMAP Summer Coastal Trawl Survey","Narcine brasiliensis","Brazilian electric ray","Potentially Disappearing",NA,NA,NA
"990","Southeast US","SEAMAP Summer Coastal Trawl Survey","Octopus vulgaris","Common octopus","Sporadic - Primarily Present",NA,NA,NA
"991","Southeast US","SEAMAP Summer Coastal Trawl Survey","Opisthonema oglinum","Atlantic thread herring","Persistently Present",NA,NA,NA
"992","Southeast US","SEAMAP Summer Coastal Trawl Survey","Opsanus tau","Oyster toadfish","Potentially Disappearing",NA,NA,NA
"993","Southeast US","SEAMAP Summer Coastal Trawl Survey","Orthopristis chrysoptera","Pigfish","Persistently Present",NA,"Decreasing","Decreasing"
"994","Southeast US","SEAMAP Summer Coastal Trawl Survey","Ovalipes ocellatus","Ocellate lady crab","Persistently Present",NA,"Decreasing",NA
"995","Southeast US","SEAMAP Summer Coastal Trawl Survey","Ovalipes stephensoni","Coarsehand lady crab","Persistently Present",NA,NA,NA
"996","Southeast US","SEAMAP Summer Coastal Trawl Survey","Pagurus longicarpus","Longwrist hermit crab","Sporadic - Primarily Absent",NA,NA,NA
"997","Southeast US","SEAMAP Summer Coastal Trawl Survey","Pagurus pollicaris","Gray hermit crab","Persistently Present",NA,"Decreasing",NA
"998","Southeast US","SEAMAP Summer Coastal Trawl Survey","Paralichthys albigutta","Gulf flounder","Persistently Present",NA,"Decreasing",NA
"999","Southeast US","SEAMAP Summer Coastal Trawl Survey","Paralichthys dentatus","Summer flounder","Persistently Present",NA,"Decreasing","Decreasing"
"1000","Southeast US","SEAMAP Summer Coastal Trawl Survey","Paralichthys lethostigma","Southern flounder","Persistently Present",NA,"Decreasing",NA
"1001","Southeast US","SEAMAP Summer Coastal Trawl Survey","Paralichthys squamilentus","Broad flounder","Sporadic - Primarily Present",NA,NA,NA
"1002","Southeast US","SEAMAP Summer Coastal Trawl Survey","Penaeus aztecus","Brown shrimp","Persistently Present",NA,"Decreasing",NA
"1003","Southeast US","SEAMAP Summer Coastal Trawl Survey","Penaeus duorarum","Pink shrimp","Sporadic - Primarily Present",NA,"Decreasing",NA
"1004","Southeast US","SEAMAP Summer Coastal Trawl Survey","Penaeus setiferus","Northern white shrimp","Persistently Present",NA,"Decreasing",NA
"1005","Southeast US","SEAMAP Summer Coastal Trawl Survey","Peprilus paru","Harvestfish","Persistently Present",NA,"Decreasing","Decreasing"
"1006","Southeast US","SEAMAP Summer Coastal Trawl Survey","Peprilus triacanthus","American butterfish","Persistently Present",NA,NA,NA
"1007","Southeast US","SEAMAP Summer Coastal Trawl Survey","Persephona mediterranea","Mottled purse crab","Persistently Present",NA,"Decreasing",NA
"1008","Southeast US","SEAMAP Summer Coastal Trawl Survey","Petrochirus diogenes","Giant hermit","Potentially Emerging",NA,NA,NA
"1009","Southeast US","SEAMAP Summer Coastal Trawl Survey","Pilumnus sayi","Spineback hairy crab","Sporadic - Primarily Present",NA,NA,NA
"1010","Southeast US","SEAMAP Summer Coastal Trawl Survey","Pomatomus saltatrix","Bluefish","Persistently Present",NA,"Decreasing",NA
"1011","Southeast US","SEAMAP Summer Coastal Trawl Survey","Porcellana sigsbeiana","Striped porcelain crab","Disappeared",NA,NA,NA
"1012","Southeast US","SEAMAP Summer Coastal Trawl Survey","Porichthys plectrodon","Atlantic midshipman","Sporadic - Primarily Absent",NA,"Decreasing",NA
"1013","Southeast US","SEAMAP Summer Coastal Trawl Survey","Prionotus carolinus","Northern searobin","Persistently Present",NA,"Decreasing",NA
"1014","Southeast US","SEAMAP Summer Coastal Trawl Survey","Prionotus evolans","Striped searobin","Persistently Present",NA,"Decreasing",NA
"1015","Southeast US","SEAMAP Summer Coastal Trawl Survey","Prionotus rubio","Blackwing searobin","Persistently Present",NA,NA,NA
"1016","Southeast US","SEAMAP Summer Coastal Trawl Survey","Prionotus scitulus","Leopard searobin","Persistently Present",NA,NA,NA
"1017","Southeast US","SEAMAP Summer Coastal Trawl Survey","Prionotus tribulus","Bighead searobin","Persistently Present",NA,NA,NA
"1018","Southeast US","SEAMAP Summer Coastal Trawl Survey","Pseudobatos lentiginosus","Atlantic guitarfish","Emerged",NA,"Decreasing",NA
"1019","Southeast US","SEAMAP Summer Coastal Trawl Survey","Rachycentron canadum","Cobia","Emerged",NA,"Increasing",NA
"1020","Southeast US","SEAMAP Summer Coastal Trawl Survey","Rhinoptera bonasus","Cownose ray","Persistently Present",NA,"Decreasing","Decreasing"
"1021","Southeast US","SEAMAP Summer Coastal Trawl Survey","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Persistently Present",NA,"Decreasing",NA
"1022","Southeast US","SEAMAP Summer Coastal Trawl Survey","Rostroraja eglanteria","Clearnose skate","Sporadic - Primarily Present",NA,"Decreasing",NA
"1023","Southeast US","SEAMAP Summer Coastal Trawl Survey","Sardinella aurita","Spanish sardine","Sporadic - Primarily Present",NA,NA,NA
"1024","Southeast US","SEAMAP Summer Coastal Trawl Survey","Scomberomorus cavalla","King mackerel","Persistently Present",NA,NA,NA
"1025","Southeast US","SEAMAP Summer Coastal Trawl Survey","Scomberomorus maculatus","Spanish mackerel","Persistently Present",NA,NA,NA
"1026","Southeast US","SEAMAP Summer Coastal Trawl Survey","Scophthalmus aquosus","Windowpane flounder","Persistently Present",NA,"Decreasing","Decreasing"
"1027","Southeast US","SEAMAP Summer Coastal Trawl Survey","Selene setapinnis","Atlantic moonfish","Persistently Present",NA,"Decreasing",NA
"1028","Southeast US","SEAMAP Summer Coastal Trawl Survey","Selene vomer","Lookdown","Persistently Present",NA,NA,NA
"1029","Southeast US","SEAMAP Summer Coastal Trawl Survey","Sphoeroides maculatus","Northern puffer","Persistently Present",NA,NA,NA
"1030","Southeast US","SEAMAP Summer Coastal Trawl Survey","Sphyraena guachancho","Guachanche barracuda","Persistently Present",NA,"Increasing",NA
"1031","Southeast US","SEAMAP Summer Coastal Trawl Survey","Sphyrna lewini","Scalloped hammerhead","Persistently Present",NA,NA,NA
"1032","Southeast US","SEAMAP Summer Coastal Trawl Survey","Sphyrna tiburo","Bonnethead","Persistently Present",NA,"Decreasing","Decreasing"
"1033","Southeast US","SEAMAP Summer Coastal Trawl Survey","Squilla empusa","Mantis shrimp","Persistently Present",NA,"Decreasing",NA
"1034","Southeast US","SEAMAP Summer Coastal Trawl Survey","Stellifer lanceolatus","Star drum","Persistently Present",NA,"Decreasing",NA
"1035","Southeast US","SEAMAP Summer Coastal Trawl Survey","Stephanolepis hispida","Planehead filefish","Persistently Present",NA,NA,NA
"1036","Southeast US","SEAMAP Summer Coastal Trawl Survey","Stomolophus meleagris","Cannonball jellyfish","Emerged","Preliminary trend - under review",NA,NA
"1037","Southeast US","SEAMAP Summer Coastal Trawl Survey","Syacium papillosum","Dusky flounder","Persistently Present",NA,NA,NA
"1038","Southeast US","SEAMAP Summer Coastal Trawl Survey","Symphurus plagiusa","Blackcheek tonguefish","Persistently Present",NA,NA,NA
"1039","Southeast US","SEAMAP Summer Coastal Trawl Survey","Syngnathus louisianae","Chain pipefish","Sporadic - Primarily Present",NA,NA,NA
"1040","Southeast US","SEAMAP Summer Coastal Trawl Survey","Synodus foetens","Inshore lizardfish","Persistently Present",NA,NA,NA
"1041","Southeast US","SEAMAP Summer Coastal Trawl Survey","Trachinotus carolinus","Florida pompano","Persistently Present",NA,NA,NA
"1042","Southeast US","SEAMAP Summer Coastal Trawl Survey","Trichiurus lepturus","Atlantic cutlassfish","Persistently Present",NA,"Decreasing",NA
"1043","Southeast US","SEAMAP Summer Coastal Trawl Survey","Trinectes maculatus","Hogchoker","Persistently Present",NA,"Decreasing",NA
"1044","Southeast US","SEAMAP Summer Coastal Trawl Survey","Upeneus parvus","Dwarf goatfish","Sporadic - Primarily Present",NA,NA,NA
"1045","Southeast US","SEAMAP Summer Coastal Trawl Survey","Xiphopenaeus kroyeri","Atlantic seabob","Potentially Emerging",NA,"Decreasing",NA
"1046","West Coast","West Coast Bottom Trawl Annual","Actinauge verrillii","Reticulate anemone","Persistently Present",NA,"Decreasing",NA
"1047","West Coast","West Coast Bottom Trawl Annual","Actinostola faeculenta","Hobnail vase anemone","Persistently Present",NA,NA,NA
"1048","West Coast","West Coast Bottom Trawl Annual","Albatrossia pectoralis","Giant grenadier","Persistently Present",NA,NA,"Decreasing"
"1049","West Coast","West Coast Bottom Trawl Annual","Alepocephalus tenebrosus","California slickhead","Persistently Present",NA,NA,NA
"1050","West Coast","West Coast Bottom Trawl Annual","Alosa sapidissima","American shad","Persistently Present",NA,"Decreasing",NA
"1051","West Coast","West Coast Bottom Trawl Annual","Ampheraster marianus","Mariana's island star","Persistently Present",NA,NA,NA
"1052","West Coast","West Coast Bottom Trawl Annual","Anoplopoma fimbria","Sablefish","Persistently Present",NA,"Increasing","Increasing"
"1053","West Coast","West Coast Bottom Trawl Annual","Anthopleura xanthogrammica","Giant green anemone","Persistently Present","Preliminary trend - under review","Increasing",NA
"1054","West Coast","West Coast Bottom Trawl Annual","Anthoptilum grandiflorum","Feather boa sea pen","Persistently Present",NA,NA,NA
"1055","West Coast","West Coast Bottom Trawl Annual","Antimora microlepis","Finescale mora","Persistently Present",NA,"Decreasing","Decreasing"
"1056","West Coast","West Coast Bottom Trawl Annual","Aphrocallistes vastus","Cloud sponge","Potentially Emerging","Preliminary trend - under review","Increasing","Increasing"
"1057","West Coast","West Coast Bottom Trawl Annual","Apostichopus californicus","Giant california sea cucumber","Persistently Present",NA,NA,NA
"1058","West Coast","West Coast Bottom Trawl Annual","Apostichopus leukothele","White-knobbed sea cucumber","Persistently Present",NA,"Decreasing",NA
"1059","West Coast","West Coast Bottom Trawl Annual","Apristurus brunneus","Brown catshark","Persistently Present",NA,NA,NA
"1060","West Coast","West Coast Bottom Trawl Annual","Astropecten californicus","California sand star","Persistently Present",NA,"Increasing","Increasing"
"1061","West Coast","West Coast Bottom Trawl Annual","Atheresthes stomias","Arrowtooth flounder","Persistently Present",NA,"Decreasing",NA
"1062","West Coast","West Coast Bottom Trawl Annual","Bathyagonus nigripinnis","Blackfin poacher","Persistently Present",NA,"Decreasing","Decreasing"
"1063","West Coast","West Coast Bottom Trawl Annual","Bathybembix bairdii",NA,"Persistently Present",NA,NA,NA
"1064","West Coast","West Coast Bottom Trawl Annual","Bathyraja spp.","Skate complex","Persistently Present",NA,"Decreasing",NA
"1065","West Coast","West Coast Bottom Trawl Annual","Beringraja binoculata","Big skate","Persistently Present",NA,"Decreasing","Decreasing"
"1066","West Coast","West Coast Bottom Trawl Annual","Beringraja inornata","California skate","Persistently Present",NA,"Increasing",NA
"1067","West Coast","West Coast Bottom Trawl Annual","Beringraja rhina","Longnose skate","Persistently Present",NA,NA,NA
"1068","West Coast","West Coast Bottom Trawl Annual","Beringraja stellulata","Starry skate","Persistently Present",NA,"Decreasing",NA
"1069","West Coast","West Coast Bottom Trawl Annual","Bothrocara brunneum","Twoline eelpout","Persistently Present",NA,NA,NA
"1070","West Coast","West Coast Bottom Trawl Annual","Brisaster latifrons","Northern heart urchin","Persistently Present",NA,"Increasing","Increasing"
"1071","West Coast","West Coast Bottom Trawl Annual","Brissopsis pacifica","Pacific heart urchin","Persistently Present",NA,"Decreasing","Decreasing"
"1072","West Coast","West Coast Bottom Trawl Annual","Cancer productus","Red rock crab","Persistently Present",NA,NA,"Decreasing"
"1073","West Coast","West Coast Bottom Trawl Annual","Careproctus melanurus","Blacktail snailfish","Persistently Present",NA,NA,NA
"1074","West Coast","West Coast Bottom Trawl Annual","Chauliodus macouni","Pacific viperfish","Persistently Present",NA,NA,NA
"1075","West Coast","West Coast Bottom Trawl Annual","Chionoecetes tanneri","Grooved tanner crab","Persistently Present",NA,NA,"Decreasing"
"1076","West Coast","West Coast Bottom Trawl Annual","Chorilia longipes","Longhorn decorator crab","Persistently Present",NA,"Decreasing",NA
"1077","West Coast","West Coast Bottom Trawl Annual","Citharichthys sordidus","Pacific sanddab","Persistently Present",NA,NA,NA
"1078","West Coast","West Coast Bottom Trawl Annual","Clupea pallasii","Pacific herring","Persistently Present",NA,"Decreasing",NA
"1079","West Coast","West Coast Bottom Trawl Annual","Coryphaenoides acrolepis","Pacific grenadier","Persistently Present",NA,NA,"Decreasing"
"1080","West Coast","West Coast Bottom Trawl Annual","Crossaster borealis","Grooved sun star","Persistently Present",NA,"Decreasing",NA
"1081","West Coast","West Coast Bottom Trawl Annual","Dipsacaster eximius","Extraordinary sand star","Persistently Present",NA,NA,NA
"1082","West Coast","West Coast Bottom Trawl Annual","Doryteuthis opalescens","California market squid","Persistently Present",NA,"Decreasing",NA
"1083","West Coast","West Coast Bottom Trawl Annual","Dromalia alexandri","Sea dandelion","Persistently Present",NA,"Decreasing","Decreasing"
"1084","West Coast","West Coast Bottom Trawl Annual","Echidnocerus foraminatus","Brown box crab","Persistently Present",NA,"Decreasing",NA
"1085","West Coast","West Coast Bottom Trawl Annual","Eopsetta jordani","Petrale sole","Persistently Present",NA,"Decreasing",NA
"1086","West Coast","West Coast Bottom Trawl Annual","Eptatretus deani","Black hagfish","Persistently Present",NA,"Increasing",NA
"1087","West Coast","West Coast Bottom Trawl Annual","Eptatretus stoutii","Pacific hagfish","Persistently Present",NA,"Decreasing","Decreasing"
"1088","West Coast","West Coast Bottom Trawl Annual","Eualus macrophthalmus","Big eyed shrimp","Persistently Present",NA,NA,NA
"1089","West Coast","West Coast Bottom Trawl Annual","Gadus macrocephalus","Pacific cod","Persistently Present",NA,"Decreasing",NA
"1090","West Coast","West Coast Bottom Trawl Annual","Genyonemus lineatus","White croaker","Persistently Present",NA,NA,NA
"1091","West Coast","West Coast Bottom Trawl Annual","Glyptocephalus zachirus","Rex sole","Persistently Present",NA,NA,NA
"1092","West Coast","West Coast Bottom Trawl Annual","Gonatus onyx","Clawed armhook squid","Persistently Present",NA,NA,NA
"1093","West Coast","West Coast Bottom Trawl Annual","Gorgonocephalus eucnemis","Basket star","Persistently Present",NA,"Decreasing","Increasing"
"1094","West Coast","West Coast Bottom Trawl Annual","Grimothea planipes","Pelagic red crab","Emerged",NA,"Decreasing",NA
"1095","West Coast","West Coast Bottom Trawl Annual","Heterozonias alternatus","Canonball sun star","Persistently Present",NA,NA,NA
"1096","West Coast","West Coast Bottom Trawl Annual","Hippasteria californica","Californian spiny star","Persistently Present",NA,"Decreasing",NA
"1097","West Coast","West Coast Bottom Trawl Annual","Hippasteria phrygiana","Arctic cushion star","Persistently Present",NA,NA,NA
"1098","West Coast","West Coast Bottom Trawl Annual","Hippoglossina stomata","Bigmouth flounder","Persistently Present",NA,"Increasing","Increasing"
"1099","West Coast","West Coast Bottom Trawl Annual","Hippoglossoides elassodon","Flathead sole","Persistently Present",NA,"Decreasing","Decreasing"
"1100","West Coast","West Coast Bottom Trawl Annual","Hippoglossus stenolepis","Pacific halibut","Persistently Present",NA,"Decreasing","Decreasing"
"1101","West Coast","West Coast Bottom Trawl Annual","Histioteuthis heteropsis",NA,"Persistently Present",NA,"Increasing",NA
"1102","West Coast","West Coast Bottom Trawl Annual","Hydrolagus colliei","Spotted ratfish","Persistently Present",NA,NA,NA
"1103","West Coast","West Coast Bottom Trawl Annual","Icelinus filamentosus","Threadfin sculpin","Persistently Present",NA,NA,NA
"1104","West Coast","West Coast Bottom Trawl Annual","Lepidopsetta sp.","Rock soles","Persistently Present",NA,"Decreasing",NA
"1105","West Coast","West Coast Bottom Trawl Annual","Liponema brevicorne","Tentacle shedding anemone","Persistently Present",NA,"Decreasing",NA
"1106","West Coast","West Coast Bottom Trawl Annual","Lithodes couesi","Scarlet king crab","Persistently Present",NA,NA,NA
"1107","West Coast","West Coast Bottom Trawl Annual","Luidia foliolata","Gray sand star","Persistently Present",NA,NA,NA
"1108","West Coast","West Coast Bottom Trawl Annual","Lycenchelys crotalinus","Snakehead eelpout","Persistently Present",NA,NA,NA
"1109","West Coast","West Coast Bottom Trawl Annual","Lycodes cortezianus","Bigfin eelpout","Persistently Present",NA,NA,NA
"1110","West Coast","West Coast Bottom Trawl Annual","Lycodes diapterus","Black eelpout","Persistently Present",NA,"Decreasing","Decreasing"
"1111","West Coast","West Coast Bottom Trawl Annual","Lycodes pacificus","Blackbelly eelpout","Persistently Present",NA,"Decreasing","Decreasing"
"1112","West Coast","West Coast Bottom Trawl Annual","Lyopsetta exilis","Slender sole","Persistently Present",NA,"Decreasing",NA
"1113","West Coast","West Coast Bottom Trawl Annual","Mediaster aequalis","Vermillion star","Persistently Present",NA,NA,"Increasing"
"1114","West Coast","West Coast Bottom Trawl Annual","Merluccius productus","Pacific hake","Persistently Present",NA,"Decreasing",NA
"1115","West Coast","West Coast Bottom Trawl Annual","Metacarcinus magister","Dungeness crab","Persistently Present",NA,NA,NA
"1116","West Coast","West Coast Bottom Trawl Annual","Metridium farcimen","Giant plumose anemone","Persistently Present",NA,NA,"Decreasing"
"1117","West Coast","West Coast Bottom Trawl Annual","Microgadus proximus","Pacific tomcod","Persistently Present",NA,NA,NA
"1118","West Coast","West Coast Bottom Trawl Annual","Microstomus bathybius","Deep-sea sole","Persistently Present",NA,NA,NA
"1119","West Coast","West Coast Bottom Trawl Annual","Microstomus pacificus","Dover sole","Persistently Present",NA,"Increasing",NA
"1120","West Coast","West Coast Bottom Trawl Annual","Molpadia intermedia","Sweet potato sea cucumber","Persistently Present",NA,NA,NA
"1121","West Coast","West Coast Bottom Trawl Annual","Myxoderma platyacanthum",NA,"Persistently Present",NA,NA,NA
"1122","West Coast","West Coast Bottom Trawl Annual","Myxoderma sacculatum","Giant slimy star","Persistently Present",NA,NA,NA
"1123","West Coast","West Coast Bottom Trawl Annual","Nearchaster (Nearchaster) aciculosus","Needle spined fragile star","Persistently Present",NA,"Decreasing",NA
"1124","West Coast","West Coast Bottom Trawl Annual","Neptunea amianta","White neptune","Persistently Present",NA,NA,NA
"1125","West Coast","West Coast Bottom Trawl Annual","Nezumia liolepis","Smooth grenadier","Persistently Present",NA,"Decreasing",NA
"1126","West Coast","West Coast Bottom Trawl Annual","Nezumia stelgidolepis","California grenadier","Persistently Present",NA,NA,NA
"1127","West Coast","West Coast Bottom Trawl Annual","Octopoteuthis deletron","Octopus squid","Persistently Present",NA,NA,NA
"1128","West Coast","West Coast Bottom Trawl Annual","Octopus californicus","North pacific bigeye octopus","Persistently Present",NA,"Decreasing","Decreasing"
"1129","West Coast","West Coast Bottom Trawl Annual","Ophiodon elongatus","Lingcod","Persistently Present",NA,"Decreasing",NA
"1130","West Coast","West Coast Bottom Trawl Annual","Ophiura sarsii","Notched brittle star","Persistently Present",NA,NA,NA
"1131","West Coast","West Coast Bottom Trawl Annual","Opisthoteuthis californiana","Flapjack octopus","Persistently Present",NA,NA,NA
"1132","West Coast","West Coast Bottom Trawl Annual","Pandalus amplus","Deepwater bigeye","Persistently Present",NA,"Decreasing","Decreasing"
"1133","West Coast","West Coast Bottom Trawl Annual","Pandalus jordani","Ocean shrimp","Persistently Present",NA,NA,NA
"1134","West Coast","West Coast Bottom Trawl Annual","Pandalus platyceros","Spot shrimp","Persistently Present",NA,"Decreasing","Decreasing"
"1135","West Coast","West Coast Bottom Trawl Annual","Pannychia moseleyi","Deep sea papillate cucumber","Persistently Present",NA,"Decreasing",NA
"1136","West Coast","West Coast Bottom Trawl Annual","Paralomis multispina","Many spine spider crab","Persistently Present",NA,NA,NA
"1137","West Coast","West Coast Bottom Trawl Annual","Parmaturus xaniurus","Filetail catshark","Persistently Present",NA,NA,NA
"1138","West Coast","West Coast Bottom Trawl Annual","Parophrys vetulus","English sole","Persistently Present",NA,NA,NA
"1139","West Coast","West Coast Bottom Trawl Annual","Pasiphaea pacifica","Pacific glass shrimp","Persistently Present",NA,NA,NA
"1140","West Coast","West Coast Bottom Trawl Annual","Pasiphaea tarda","Crimson pasiphaeid","Persistently Present",NA,NA,NA
"1141","West Coast","West Coast Bottom Trawl Annual","Peprilus simillimus","Pacific pompano","Persistently Present",NA,"Decreasing",NA
"1142","West Coast","West Coast Bottom Trawl Annual","Periphylla periphylla","Merchant cap","Persistently Present",NA,"Decreasing",NA
"1143","West Coast","West Coast Bottom Trawl Annual","Pisaster brevispinus","Giant pink sea star","Persistently Present",NA,NA,NA
"1144","West Coast","West Coast Bottom Trawl Annual","Platymera gaudichaudii","Armed box crab","Persistently Present",NA,"Increasing",NA
"1145","West Coast","West Coast Bottom Trawl Annual","Pleurobranchaea californica",NA,"Persistently Present",NA,"Decreasing",NA
"1146","West Coast","West Coast Bottom Trawl Annual","Pleuronichthys decurrens","Curlfin sole","Persistently Present",NA,"Decreasing",NA
"1147","West Coast","West Coast Bottom Trawl Annual","Pleuronichthys verticalis","Hornyhead turbot","Persistently Present",NA,"Increasing",NA
"1148","West Coast","West Coast Bottom Trawl Annual","Porichthys notatus","Plainfin midshipman","Persistently Present",NA,NA,NA
"1149","West Coast","West Coast Bottom Trawl Annual","Pseudostichopus mollis","Sandy sea cucumber","Persistently Present",NA,"Decreasing",NA
"1150","West Coast","West Coast Bottom Trawl Annual","Pteraster jordani","Jordan's cushion star","Persistently Present",NA,NA,NA
"1151","West Coast","West Coast Bottom Trawl Annual","Pycnopodia helianthoides","Sunflower sea star","Sporadic - Primarily Present",NA,"Decreasing",NA
"1152","West Coast","West Coast Bottom Trawl Annual","Pyrosoma atlanticum",NA,"Emerged",NA,"Increasing",NA
