survey_name,accepted_name,common,kingdom,phylum,class,order,family,genus,rank,worms_id,SpecCode,filtercat,,,,,,,
Siliqua,Siliqua,NA,Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Siliqua,Genus,159997,NA,remove,,,,,,,
Siliqua sp.,Siliqua,NA,Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Siliqua,Genus,159997,NA,remove,,,,,,,
Siliqua alta,Siliqua alta,Alaska razor,Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Siliqua,Species,413689,NA,Species,,,,,,,
Siliqua patula,Siliqua patula,Pacific razor,Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Siliqua,Species,536684,NA,Species,,,,,,,
Simenchelys parasiticus,Simenchelys parasitica,Snubnosed eel,Animalia,Chordata,Teleostei,Anguilliformes,Synaphobranchidae,Simenchelys,Species,126327,9102,Species,,,,,,,
Busycon contrarum,Sinistrofulgur contrarium,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Busyconidae,Sinistrofulgur,Species,1522862,NA,Species,,,,,,,
Sinistrofulgur contrarium,Sinistrofulgur contrarium,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Busyconidae,Sinistrofulgur,Species,1522862,NA,Species,,,,,,,
Busycon perversum,Sinistrofulgur perversum,Perverse whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Busyconidae,Busycon,Species,862937,NA,Species,,,,,,,
Sinistrofulgur perversum,Sinistrofulgur perversum,Perverse whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Busyconidae,Busycon,Species,862937,NA,Species,,,,,,,
Busycon pulleyi,Sinistrofulgur pulleyi,Prickly whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Busyconidae,Busycon,Species,862936,NA,Species,,,,,,,
Sinistrofulgur pulleyi,Sinistrofulgur pulleyi,Prickly whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Busyconidae,Busycon,Species,862936,NA,Species,,,,,,,
Busycon sinistrum,Sinistrofulgur sinistrum,Lightning whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Busyconidae,Busycon,Species,862934,NA,Species,,,,,,,
Sinistrofulgur sinistrum,Sinistrofulgur sinistrum,Lightning whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Busyconidae,Busycon,Species,862934,NA,Species,,,,,,,
Sinum,Sinum,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Sinum,Genus,138244,NA,remove,,,,,,,
Sinum maculatum,Sinum maculatum,Brown baby ear,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Sinum,Species,419768,NA,Species,,,,,,,
Sinum perspectivum,Sinum perspectivum,White baby ear,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Sinum,Species,160053,NA,Species,,,,,,,
Siphonariidae,Siphonariidae,False limpets,Animalia,Mollusca,Gastropoda,Siphonariida,Siphonariidae,NA,Family,23118,NA,remove,,,,,,,
Sipuncula,Sipuncula,Peanut worms,Animalia,Annelida,NA,Sipuncula,NA,NA,Order,1268,NA,remove,,,,,,,
Sipunculidae,Sipunculidae,NA,Animalia,Annelida,NA,Sipuncula,Sipunculidae,NA,Family,1648,NA,remove,,,,,,,
Sipunculus nudus,Sipunculus (Sipunculus) nudus,NA,Animalia,Annelida,NA,Sipuncula,Sipunculidae,Sipunculus,Species,136084,NA,Species,,,,,,,
Siratus beauii,Siratus beauii,Beau's murex,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Siratus,Species,405262,NA,Species,,,,,,,
Solariella,Solariella,NA,Animalia,Mollusca,Gastropoda,Trochida,Solariellidae,Solariella,Genus,138597,NA,remove,,,,,,,
Solariella sp.,Solariella,NA,Animalia,Mollusca,Gastropoda,Trochida,Solariellidae,Solariella,Genus,138597,NA,remove,,,,,,,
Solariella obscura,Solariella obscura,Obscure solarelle,Animalia,Mollusca,Gastropoda,Trochida,Solariellidae,Solariella,Species,141840,NA,Species,,,,,,,
Solaster,Solaster,NA,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Genus,123338,NA,remove,,,,,,,
Solaster sp.,Solaster,NA,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Genus,123338,NA,remove,,,,,,,
Solaster dawsoni,Solaster dawsoni,Morning sun star,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,292720,NA,Species,,,,,,,
Solaster arcticus,Solaster dawsoni arcticus,NA,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,123338,NA,Species,,,,,,,
Solaster dawsoni arcticus,Solaster dawsoni arcticus,NA,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,123338,NA,Species,,,,,,,
Solaster endeca,Solaster endeca,Northern sun star,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,124160,NA,Species,,,,,,,
Solaster exiguus,Solaster exiguus,NA,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,292721,NA,Species,,,,,,,
Solaster hexactis,Solaster hexactis,NA,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,582008,NA,Species,,,,,,,
Solaster hypothrissus,Solaster hypothrissus,White sun star,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,292723,NA,Species,,,,,,,
Solaster paxillatus,Solaster paxillatus,Orange sunstar,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,292727,NA,Species,,,,,,,
Solaster sp. A (Clark 1997),Solaster sp. A (Clark 1997),NA,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Solaster sp. D (Clark),Solaster sp. D (Clark),serpent sun star,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Solaster sp. E (Clark),Solaster sp. E (Clark),Kessler sun star,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Solaster sp. F (Clark),Solaster sp. F (Clark),Fisher sun star,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Solaster sp. G (Clark),Solaster sp. G (Clark),ocher sun star,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Solaster spectabilis,Solaster spectabilis,Beautiful sun star,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,582009,NA,Species,,,,,,,
Solaster stimpsoni,Solaster stimpsoni,Stimpson's sun star,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,292729,NA,Species,,,,,,,
Solecurtus cumingianus,Solecurtus cumingianus,Corrugate solecurtus,Animalia,Mollusca,Bivalvia,Cardiida,Solecurtidae,Solecurtus,Species,420918,NA,Species,,,,,,,
Solemya,Solemya,NA,Animalia,Mollusca,Bivalvia,Solemyida,Solemyidae,Solemya,Genus,138514,NA,remove,,,,,,,
Solenastrea,Solenastrea,NA,Animalia,Cnidaria,Hexacorallia,Scleractinia,Scleractinia incertae sedis,Solenastrea,Genus,267842,NA,remove,,,,,,,
Solenastrea hyades,Solenastrea hyades,Knobby star coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Scleractinia incertae sedis,Solenastrea,Species,291055,NA,Species,,,,,,,
Solengaster,Solengaster,NA,NA,NA,NA,NA,NA,NA,HigherOrder,NA,NA,remove,,,,,,,
Solengaster sp.,Solengaster sp.,NA,NA,NA,NA,NA,NA,NA,Genus,NA,NA,remove,,,,,,,
Solenocera,Solenocera,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,Genus,106826,NA,remove,,,,,,,
Solenocera acuminata,Solenocera acuminata,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,Species,377657,NA,Species,,,,,,,
Solenocera atlantidis,Solenocera atlantidis,Dwarf humpback shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,Species,377660,NA,Species,,,,,,,
Solenocera necopina,Solenocera necopina,Deepwater humpback shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,Species,377672,NA,Species,,,,,,,
Solenocera vioscai,Solenocera vioscai,Humpback shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,Species,377677,NA,Species,,,,,,,
Solenoceridae,Solenoceridae,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,NA,Family,106729,NA,remove,,,,,,,
Solenolambrus tenellus,Solenolambrus tenellus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Solenolambrus,Species,422032,NA,Species,,,,,,,
Cantharus cancellarius,Solenosteira cancellaria,Cancellate cantharus,Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Cantharus,Species,419981,NA,Species,,,,,,,
Solenosteira cancellaria,Solenosteira cancellaria,Cancellate cantharus,Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Cantharus,Species,419981,NA,Species,,,,,,,
Somniosus pacificus,Somniosus pacificus,Pacific sleeper shark,Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,Species,271654,2544,Species,,,,,,,
Sparidae,Sparidae,Porgies,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,NA,Family,125564,NA,remove,,,,,,,
Sparisoma atromarium,Sparisoma atomarium,NA,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,Species,273771,3675,Species,,,,,,,
Sparisoma atomarium,Sparisoma atomarium,NA,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,Species,273771,3675,Species,,,,,,,
Sparisoma aurofrenatum,Sparisoma aurofrenatum,Redband parrotfish,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,Species,273772,1158,Species,,,,,,,
Sparisoma chrysopterum,Sparisoma chrysopterum,Redtail parrotfish,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,Species,273774,1159,Species,,,,,,,
Spatangidae,Spatangidae,NA,Animalia,Echinodermata,Echinoidea,Spatangoida,Spatangidae,NA,Family,123177,NA,remove,,,,,,,
Spatangoida,Spatangoida,NA,Animalia,Echinodermata,Echinoidea,Spatangoida,NA,NA,Order,123106,NA,remove,,,,,,,
Spatangus californicus,Spatangus californicus,California heart urchin,Animalia,Echinodermata,Echinoidea,Spatangoida,Spatangidae,Spatangus,Species,513547,NA,Species,,,,,,,
Spathochlamys benedicti,Spathochlamys benedicti,NA,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Spathochlamys,Species,393788,NA,Species,,,,,,,
Spengleria rostrata,Spengleria rostrata,Rostrate gastrochaenid,Animalia,Mollusca,Bivalvia,Gastrochaenida,Gastrochaenidae,Spengleria,Species,420987,NA,Species,,,,,,,
Speocarcinus,Speocarcinus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Speocarcinus,Genus,415995,NA,remove,,,,,,,
Speocarcinus carolinensis,Speocarcinus carolinensis,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Speocarcinus,Species,422107,NA,Species,,,,,,,
Speocarcinus lobatus,Speocarcinus lobatus,Gulf squareback crab,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Speocarcinus,Species,422108,NA,Species,,,,,,,
Speciospongia vesparia,Spheciospongia vesparium,Loggerhead sponge,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Spheciospongia,Species,170566,NA,Species,,,,,,,
Sphenia fragilis,Sphenia fragilis,NA,Animalia,Mollusca,Bivalvia,Myida,Myidae,Sphenia,Species,420973,NA,Species,,,,,,,
Sphoeroides,Sphoeroides,NA,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Genus,126241,NA,remove,,,,,,,
Sphoeroides dorsalis,Sphoeroides dorsalis,Marbled puffer,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Species,275274,4294,Species,,,,,,,
Sphoeroides maculatus,Sphoeroides maculatus,Northern puffer,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Species,158934,1181,Species,,,,,,,
Sphoeroides nephelus,Sphoeroides nephelus,Southern puffer,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Species,275280,1240,Species,,,,,,,
Sphoeroides pachygaster,Sphoeroides pachygaster,Blunthead puffer,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Species,127417,4296,Species,,,,,,,
Sphoeroides parvus,Sphoeroides parvus,Least puffer,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Species,275282,4297,Species,,,,,,,
Sphoeroides spengleri,Sphoeroides spengleri,Bandtail puffer,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Species,158935,1241,Species,,,,,,,
Sphoeroides testudineus,Sphoeroides testudineus,Checkered puffer,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Species,158936,1242,Species,,,,,,,
Sphyraena,Sphyraena,NA,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena,Genus,126084,NA,remove,,,,,,,
Sphyraena sp,Sphyraena,NA,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena,Genus,126084,NA,remove,,,,,,,
Sphyraena argentea,Sphyraena argentea,Pacific barracuda,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena,Species,273978,3678,Species,,,,,,,
Sphyraena barracuda,Sphyraena barracuda,Great barracuda,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena,Species,345843,1235,Species,,,,,,,
Sphyraena borealis,Sphyraena borealis,Northern sennet,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena,Species,159813,3679,Species,,,,,,,
Sphyraena guachancho,Sphyraena guachancho,Guachanche barracuda,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena,Species,159814,1236,Species,,,,,,,
Sphyraena picudilla,Sphyraena picudilla,Southern sennet,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena,Species,273984,1237,Species,,,,,,,
Sphyraenidae,Sphyraenidae,NA,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,NA,Family,125565,NA,remove,,,,,,,
Sphyrna lewini,Sphyrna lewini,Scalloped hammerhead,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,Species,105816,912,Species,,,,,,,
Sphyrna mokarran,Sphyrna mokarran,Great hammerhead,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,Species,105817,914,Species,,,,,,,
Sphyrna tiburo,Sphyrna tiburo,Bonnethead,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,Species,158517,915,Species,,,,,,,
Sphyrna zygaena,Sphyrna zygaena,Smooth hammerhead,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,Species,105819,917,Species,,,,,,,
Parthenope fraterculus,Spinolambrus fraterculus,Rough elbow crab,Animalia,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Parthenope,Species,442338,NA,Species,,,,,,,
Spinolambrus fraterculus,Spinolambrus fraterculus,Rough elbow crab,Animalia,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Parthenope,Species,442338,NA,Species,,,,,,,
Parthenope pourtalesii,Spinolambrus pourtalesii,Spinous elbow crab,Animalia,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Parthenope,Species,442342,NA,Species,,,,,,,
Spinolambrus pourtalesii,Spinolambrus pourtalesii,Spinous elbow crab,Animalia,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Parthenope,Species,442342,NA,Species,,,,,,,
Spinther,Spinther,NA,Animalia,Annelida,Polychaeta,NA,Spintheridae,Spinther,Genus,129604,NA,remove,,,,,,,
Spinther sp. A (Clark 2006),Spinther sp. A (Clark 2006),pink sponge worm,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Spirinchus starksi,Spirinchus starksi,Night smelt,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Spirinchus,Species,282843,2697,Species,,,,,,,
Spirinchus thaleichthys,Spirinchus thaleichthys,Longfin smelt,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Spirinchus,Species,282844,2698,Species,,,,,,,
Spirontocaris,Spirontocaris,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,Genus,106994,NA,remove,,,,,,,
Spirontocaris sp.,Spirontocaris,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,Genus,106994,NA,remove,,,,,,,
Spirontocaris arcuata,Spirontocaris arcuata,Rathbun blade shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,Species,254485,NA,Species,,,,,,,
Spirontocaris lamellicornis,Spirontocaris lamellicornis,Dana's blade shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,Species,515332,NA,Species,,,,,,,
Spirontocaris liljeborgii,Spirontocaris liljeborgii,Friendly blade shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,Species,107531,NA,Species,,,,,,,
Spirontocaris phippsii,Spirontocaris phippsii,Punctuate blade shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,Species,107532,NA,Species,,,,,,,
Spisula solidissima,Spisula solidissima,Atlantic surfclam,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,Species,156996,NA,Species,,,,,,,
Spondylus,Spondylus,NA,Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,Genus,138518,NA,remove,,,,,,,
Spondylus americanus,Spondylus americanus,Atlantic thorny oyster,Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,Species,420772,NA,Species,,,,,,,
Spondylus ictericus,Spondylus tenuis,Digitate thorny oyster,Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,Species,506972,NA,Species,,,,,,,
Spondylus tenuis,Spondylus tenuis,Digitate thorny oyster,Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,Species,506972,NA,Species,,,,,,,
Spongiidae,Spongiidae,NA,Animalia,Porifera,Demospongiae,Dictyoceratida,Spongiidae,NA,Family,131626,NA,remove,,,,,,,
Squalidae,Squalidae,NA,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,NA,Family,105716,NA,remove,,,,,,,
Squalus acanthias,Squalus acanthias,Spiny dogfish,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Species,105923,139,Species,,,,,,,
Squalus suckleyi,Squalus suckleyi,Pacific spiny dogfish,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Species,299224,65869,Species,,,,,,,
Squatina californica,Squatina californica,Pacific angelshark,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,Species,271667,729,Species,,,,,,,
Squatina dumeril,Squatina dumeril,Sand devil,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,Species,158525,731,Species,,,,,,,
Squatinidae,Squatinidae,Angel sharks,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,NA,Family,105717,NA,remove,,,,,,,
Squilla,Squilla,NA,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Genus,136113,NA,remove,,,,,,,
Squilla brasiliensis,Squilla brasiliensis,NA,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Species,409342,NA,Species,,,,,,,
Squilla chydaea,Squilla chydaea,Offshore mantis shrimp,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Species,409345,NA,Species,,,,,,,
Squilla deceptrix,Squilla deceptrix,NA,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Species,409346,NA,Species,,,,,,,
Squilla edentata,Squilla edentata,NA,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Species,409348,NA,Species,,,,,,,
Squilla empusa,Squilla empusa,Mantis shrimp,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Species,158466,NA,Species,,,,,,,
Squilla grenadensis,Squilla grenadensis,NA,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Species,409349,NA,Species,,,,,,,
Squilla lijdingi,Squilla lijdingi,NA,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Species,409352,NA,Species,,,,,,,
Squilla rugosa,Squilla rugosa,NA,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Species,409357,NA,Species,,,,,,,
Squillidae,Squillidae,NA,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,NA,Family,136093,NA,remove,,,,,,,
Stachyptilum superbum,Stachyptilum superbum,Exquisite sea pen,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Stachyptilidae,Stachyptilum,Species,291109,NA,Species,,,,,,,
Starksia ocellata,Starksia ocellata,Checkered blenny,Animalia,Chordata,Teleostei,Blenniiformes,Labrisomidae,Starksia,Species,159670,3750,Species,,,,,,,
Staurocalyptus sp.,Staurocalyptus,NA,NA,NA,NA,NA,NA,NA,Genus,NA,NA,remove,,,,,,,
Staurostoma mertensii,Staurostoma mertensii,Whitecross jellyfish,Animalia,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Staurostoma,Species,594013,NA,Species,,,,,,,
Pomacentrus fuscus,Stegastes fuscus,Brazilian damsel,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,Species,276669,3650,Species,,,,,,,
Stegastes fuscus,Stegastes fuscus,Brazilian damsel,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,Species,276669,3650,Species,,,,,,,
Pomacentrus leucostictus,Stegastes leucostictus,Beaugregory,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,Species,159291,3651,Species,,,,,,,
Stegastes leucostictus,Stegastes leucostictus,Beaugregory,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,Species,159291,3651,Species,,,,,,,
Pomacentrus partitus,Stegastes partitus,Bicolor damselfish,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,Species,276677,3652,Species,,,,,,,
Stegastes partitus,Stegastes partitus,Bicolor damselfish,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,Species,276677,3652,Species,,,,,,,
Pomacentrus planifrons,Stegastes planifrons,Threespot damselfish,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,Species,276679,3653,Species,,,,,,,
Stegastes planifrons,Stegastes planifrons,Threespot damselfish,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,Species,276679,3653,Species,,,,,,,
Pomacentrus variabilis,Stegastes variabilis,Cocoa damselfish,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,Species,276688,3654,Species,,,,,,,
Stegastes variabilis,Stegastes variabilis,Cocoa damselfish,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,Species,276688,3654,Species,,,,,,,
Stegocephalus inflatus,Stegocephalus inflatus,Smooth northern amphipod,Animalia,Arthropoda,Malacostraca,Amphipoda,Stegocephalidae,Stegocephalus,Species,103105,NA,Species,,,,,,,
Stegophiura nodosa,Stegophiura nodosa,NA,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Stegophiura,Species,124943,NA,Species,,,,,,,
Stegophiura ponderosa,Stegophiura ponderosa,NA,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Stegophiura,Species,244369,NA,Species,,,,,,,
Steindachneria argentea,Steindachneria argentea,Luminous hake,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Steindachneria,Species,282877,1829,Species,,,,,,,
Stelletta,Stelletta,stone sponge,Animalia,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,Genus,131994,NA,remove,,,,,,,
Stelletta sp.,Stelletta,stone sponge,Animalia,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,Genus,131994,NA,remove,,,,,,,
Stellifer lanceolatus,Stellifer lanceolatus,Star drum,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Stellifer,Species,159337,1193,Species,,,,,,,
Stelodoryx oxeata,Stelodoryx oxeata,Scapula sponge,Animalia,Porifera,Demospongiae,Poecilosclerida,Myxillidae,Stelodoryx,Species,233108,NA,Species,,,,,,,
Stenobrachius,Stenobrachius,NA,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Stenobrachius,Genus,254362,NA,remove,,,,,,,
Stenobrachius sp.,Stenobrachius,NA,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Stenobrachius,Genus,254362,NA,remove,,,,,,,
Stenobrachius leucopsarus,Stenobrachius leucopsarus,Northern lampfish,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Stenobrachius,Species,254363,2737,Species,,,,,,,
Stenobrachius nannochir,Stenobrachius nannochir,Garnet lanternfish,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Stenobrachius,Species,254364,17406,Species,,,,,,,
Stenocionops,Stenocionops,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Stenocionops,Genus,416012,NA,remove,,,,,,,
Stenocionops coelata,Stenocionops coelatus,Furcate spider crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Stenocionops,Species,442134,NA,Species,,,,,,,
Stenocionops furcatus coelatus,Stenocionops coelatus,Furcate spider crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Stenocionops,Species,442134,NA,Species,,,,,,,
Stenocionops coelatus,Stenocionops coelatus,Furcate spider crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Stenocionops,Species,442134,NA,Species,,,,,,,
Stenocionops furcata,Stenocionops furcatus,Furcate spider crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Stenocionops,Species,421998,NA,Species,,,,,,,
Stenocionops furcatus,Stenocionops furcatus,Furcate spider crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Stenocionops,Species,421998,NA,Species,,,,,,,
Stenocionops spinimana,Stenocionops spinimanus,Prickly spider crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Stenocionops,Species,421999,NA,Species,,,,,,,
Stenocionops spinimanus,Stenocionops spinimanus,Prickly spider crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Stenocionops,Species,421999,NA,Species,,,,,,,
Stenocionops spinosissima,Stenocionops spinosissimus,Tenspine spider crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Stenocionops,Species,422000,NA,Species,,,,,,,
Stenocionops spinosissimus,Stenocionops spinosissimus,Tenspine spider crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Stenocionops,Species,422000,NA,Species,,,,,,,
