"","Region","SurveyName","Species","Common","TrendCategory","Notes"
"630","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Platichthys stellatus","Starry flounder","Persistently Present",NA
"631","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pleuronectes quadrituberculatus","Alaska plaice","Persistently Present",NA
"632","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Podothecus accipenserinus","Sturgeon poacher","Persistently Present",NA
"633","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Podothecus veternus","Veteran poacher","Persistently Present",NA
"634","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Telmessus cheiragonus","Helmet crab","Persistently Present",NA
"635","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Triglops pingelii","Ribbed sculpin","Persistently Present",NA
"636","Southeast US","SEAMAP Fall Coastal Trawl Survey","Acanthostracion quadricornis","Scrawled cowfish","Sporadic - Primarily Present",NA
"637","Southeast US","SEAMAP Fall Coastal Trawl Survey","Aetobatus narinari","Spotted eagle ray","Sporadic - Primarily Present",NA
"638","Southeast US","SEAMAP Fall Coastal Trawl Survey","Alosa aestivalis","Blueback herring","Sporadic - Primarily Absent",NA
"639","Southeast US","SEAMAP Fall Coastal Trawl Survey","Aluterus schoepfii","Orange filefish","Sporadic - Primarily Present",NA
"640","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ancylopsetta quadrocellata","Ocellated flounder","Persistently Present",NA
"641","Southeast US","SEAMAP Fall Coastal Trawl Survey","Archosargus probatocephalus","Sheepshead","Sporadic - Primarily Present",NA
"642","Southeast US","SEAMAP Fall Coastal Trawl Survey","Arenaeus cribrarius","Speckled swimming crab","Persistently Present",NA
"643","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ariopsis felis","Hardhead catfish","Persistently Present",NA
"644","Southeast US","SEAMAP Fall Coastal Trawl Survey","Bagre marinus","Gafftopsail catfish","Persistently Present",NA
"645","Southeast US","SEAMAP Fall Coastal Trawl Survey","Bairdiella chrysoura","Silver perch","Persistently Present",NA
"646","Southeast US","SEAMAP Fall Coastal Trawl Survey","Brevoortia smithi","Yellowfin menhaden","Sporadic - Primarily Present",NA
"647","Southeast US","SEAMAP Fall Coastal Trawl Survey","Brevoortia tyrannus","Atlantic menhaden","Persistently Present",NA
"648","Southeast US","SEAMAP Fall Coastal Trawl Survey","Calamus leucosteus","Whitebone porgy","Disappeared",NA
"649","Southeast US","SEAMAP Fall Coastal Trawl Survey","Calappa flammea","Flame box crab","Sporadic - Primarily Present",NA
"650","Southeast US","SEAMAP Fall Coastal Trawl Survey","Callinectes ornatus","Shelling crab","Persistently Present",NA
"651","Southeast US","SEAMAP Fall Coastal Trawl Survey","Callinectes sapidus","Blue crab","Persistently Present",NA
"652","Southeast US","SEAMAP Fall Coastal Trawl Survey","Callinectes similis","Lesser blue crab","Persistently Present",NA
"653","Southeast US","SEAMAP Fall Coastal Trawl Survey","Caranx crysos","Blue runner","Persistently Present",NA
"654","Southeast US","SEAMAP Fall Coastal Trawl Survey","Caranx hippos","Crevalle jack","Persistently Present",NA
"655","Southeast US","SEAMAP Fall Coastal Trawl Survey","Carcharhinus acronotus","Blacknose shark","Emerged",NA
"656","Southeast US","SEAMAP Fall Coastal Trawl Survey","Carcharhinus limbatus","Blacktip shark","Potentially Emerging",NA
"657","Southeast US","SEAMAP Fall Coastal Trawl Survey","Centropristis philadelphica","Rock sea bass","Persistently Present",NA
"658","Southeast US","SEAMAP Fall Coastal Trawl Survey","Centropristis striata","Black sea bass","Persistently Present",NA
"659","Southeast US","SEAMAP Fall Coastal Trawl Survey","Chaetodipterus faber","Atlantic spadefish","Persistently Present",NA
"660","Southeast US","SEAMAP Fall Coastal Trawl Survey","Chilomycterus schoepfii","Striped burrfish","Persistently Present",NA
"661","Southeast US","SEAMAP Fall Coastal Trawl Survey","Chloroscombrus chrysurus","Atlantic bumper","Persistently Present",NA
"662","Southeast US","SEAMAP Fall Coastal Trawl Survey","Citharichthys macrops","Spotted whiff","Persistently Present",NA
"663","Southeast US","SEAMAP Fall Coastal Trawl Survey","Citharichthys spilopterus","Bay whiff","Persistently Present",NA
"664","Southeast US","SEAMAP Fall Coastal Trawl Survey","Cynoscion nebulosus","Spotted weakfish","Sporadic - Primarily Absent",NA
"665","Southeast US","SEAMAP Fall Coastal Trawl Survey","Cynoscion nothus","Silver seatrout","Persistently Present",NA
"666","Southeast US","SEAMAP Fall Coastal Trawl Survey","Cynoscion regalis","Weakfish","Persistently Present",NA
"667","Southeast US","SEAMAP Fall Coastal Trawl Survey","Decapterus punctatus","Round scad","Sporadic - Primarily Present",NA
"668","Southeast US","SEAMAP Fall Coastal Trawl Survey","Diplectrum formosum","Sand perch","Persistently Present",NA
"669","Southeast US","SEAMAP Fall Coastal Trawl Survey","Echeneis naucrates","Sharksucker","Persistently Present",NA
"670","Southeast US","SEAMAP Fall Coastal Trawl Survey","Etropus crossotus","Fringed flounder","Persistently Present",NA
"671","Southeast US","SEAMAP Fall Coastal Trawl Survey","Etropus cyclosquamus","Shelf flounder","Persistently Present",NA
"672","Southeast US","SEAMAP Fall Coastal Trawl Survey","Gibbesia neglecta","Lesser mantis shrimp","Persistently Present",NA
"673","Southeast US","SEAMAP Fall Coastal Trawl Survey","Gymnachirus melas","Naked sole","Disappeared",NA
"674","Southeast US","SEAMAP Fall Coastal Trawl Survey","Gymnura altavela","Spiny butterfly ray","Sporadic - Primarily Present",NA
"675","Southeast US","SEAMAP Fall Coastal Trawl Survey","Gymnura micrura","Smooth butterfly ray","Persistently Present",NA
"676","Southeast US","SEAMAP Fall Coastal Trawl Survey","Harengula jaguana","Scaled sardine","Persistently Present",NA
"677","Southeast US","SEAMAP Fall Coastal Trawl Survey","Hepatus epheliticus","Calico box crab","Persistently Present",NA
"678","Southeast US","SEAMAP Fall Coastal Trawl Survey","Hippocampus erectus","Lined seahorse","Sporadic - Primarily Present",NA
"679","Southeast US","SEAMAP Fall Coastal Trawl Survey","Lagocephalus laevigatus","Smooth puffer","Potentially Emerging",NA
"680","Southeast US","SEAMAP Fall Coastal Trawl Survey","Lagodon rhomboides","Pinfish","Persistently Present",NA
"681","Southeast US","SEAMAP Fall Coastal Trawl Survey","Larimus fasciatus","Banded drum","Persistently Present",NA
"682","Southeast US","SEAMAP Fall Coastal Trawl Survey","Leiostomus xanthurus","Spot","Persistently Present",NA
"683","Southeast US","SEAMAP Fall Coastal Trawl Survey","Limulus polyphemus","Horseshoe crab","Emerged","Preliminary trend - under review"
"684","Southeast US","SEAMAP Fall Coastal Trawl Survey","Lolliguncula brevis","Atlantic brief squid","Persistently Present",NA
"685","Southeast US","SEAMAP Fall Coastal Trawl Survey","Lutjanus campechanus","Red snapper","Emerged",NA
"686","Southeast US","SEAMAP Fall Coastal Trawl Survey","Lutjanus synagris","Lane snapper","Persistently Present",NA
"687","Southeast US","SEAMAP Fall Coastal Trawl Survey","Menippe mercenaria","Florida stone crab","Persistently Present",NA
"688","Southeast US","SEAMAP Fall Coastal Trawl Survey","Menticirrhus americanus","Southern kingfish","Persistently Present",NA
"689","Southeast US","SEAMAP Fall Coastal Trawl Survey","Menticirrhus littoralis","Gulf kingfish","Persistently Present",NA
"690","Southeast US","SEAMAP Fall Coastal Trawl Survey","Menticirrhus saxatilis","Northern kingfish","Potentially Disappearing",NA
"691","Southeast US","SEAMAP Fall Coastal Trawl Survey","Micropogonias undulatus","Atlantic croaker","Persistently Present",NA
"692","Southeast US","SEAMAP Fall Coastal Trawl Survey","Mobula hypostoma","Devil ray","Potentially Disappearing",NA
"693","Southeast US","SEAMAP Fall Coastal Trawl Survey","Mugil curema","White mullet","Potentially Disappearing",NA
"694","Southeast US","SEAMAP Fall Coastal Trawl Survey","Myliobatis freminvillei","Bullnose eagle ray","Persistently Present",NA
"695","Southeast US","SEAMAP Fall Coastal Trawl Survey","Octopus vulgaris","Common octopus","Sporadic - Primarily Present",NA
"696","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ogcocephalus cubifrons",NA,"Disappeared",NA
"697","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ogcocephalus rostellum","Palefin batfish","Sporadic - Primarily Present",NA
"698","Southeast US","SEAMAP Fall Coastal Trawl Survey","Opisthonema oglinum","Atlantic thread herring","Persistently Present",NA
"699","Southeast US","SEAMAP Fall Coastal Trawl Survey","Orthopristis chrysoptera","Pigfish","Persistently Present",NA
"700","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ovalipes ocellatus","Ocellate lady crab","Persistently Present",NA
"701","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ovalipes stephensoni","Coarsehand lady crab","Persistently Present",NA
"702","Southeast US","SEAMAP Fall Coastal Trawl Survey","Pagurus longicarpus","Longwrist hermit crab","Sporadic - Primarily Absent",NA
"703","Southeast US","SEAMAP Fall Coastal Trawl Survey","Pagurus pollicaris","Gray hermit crab","Persistently Present",NA
"704","Southeast US","SEAMAP Fall Coastal Trawl Survey","Paralichthys albigutta","Gulf flounder","Persistently Present",NA
"705","Southeast US","SEAMAP Fall Coastal Trawl Survey","Paralichthys dentatus","Summer flounder","Persistently Present",NA
"706","Southeast US","SEAMAP Fall Coastal Trawl Survey","Paralichthys lethostigma","Southern flounder","Persistently Present",NA
"707","Southeast US","SEAMAP Fall Coastal Trawl Survey","Peprilus paru","Harvestfish","Persistently Present",NA
"708","Southeast US","SEAMAP Fall Coastal Trawl Survey","Peprilus triacanthus","American butterfish","Persistently Present",NA
"709","Southeast US","SEAMAP Fall Coastal Trawl Survey","Persephona mediterranea","Mottled purse crab","Persistently Present",NA
"710","Southeast US","SEAMAP Fall Coastal Trawl Survey","Pilumnus sayi","Spineback hairy crab","Potentially Disappearing",NA
"711","Southeast US","SEAMAP Fall Coastal Trawl Survey","Pogonias cromis","Black drum","Emerged",NA
"712","Southeast US","SEAMAP Fall Coastal Trawl Survey","Pomatomus saltatrix","Bluefish","Persistently Present",NA
"713","Southeast US","SEAMAP Fall Coastal Trawl Survey","Porcellana sigsbeiana","Striped porcelain crab","Disappeared",NA
"714","Southeast US","SEAMAP Fall Coastal Trawl Survey","Portunus sayi","Sargassum swimming crab","Potentially Disappearing",NA
"715","Southeast US","SEAMAP Fall Coastal Trawl Survey","Prionotus carolinus","Northern searobin","Persistently Present",NA
"716","Southeast US","SEAMAP Fall Coastal Trawl Survey","Prionotus evolans","Striped searobin","Persistently Present",NA
"717","Southeast US","SEAMAP Fall Coastal Trawl Survey","Prionotus rubio","Blackwing searobin","Persistently Present",NA
"718","Southeast US","SEAMAP Fall Coastal Trawl Survey","Prionotus scitulus","Leopard searobin","Persistently Present",NA
"719","Southeast US","SEAMAP Fall Coastal Trawl Survey","Prionotus tribulus","Bighead searobin","Persistently Present",NA
"720","Southeast US","SEAMAP Fall Coastal Trawl Survey","Rachycentron canadum","Cobia","Emerged",NA
"721","Southeast US","SEAMAP Fall Coastal Trawl Survey","Rhinoptera bonasus","Cownose ray","Persistently Present",NA
"722","Southeast US","SEAMAP Fall Coastal Trawl Survey","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Persistently Present",NA
"723","Southeast US","SEAMAP Fall Coastal Trawl Survey","Rimapenaeus constrictus","Roughneck shrimp","Potentially Disappearing",NA
"724","Southeast US","SEAMAP Fall Coastal Trawl Survey","Sardinella aurita","Spanish sardine","Sporadic - Primarily Present",NA
"725","Southeast US","SEAMAP Fall Coastal Trawl Survey","Scomberomorus cavalla","King mackerel","Persistently Present",NA
"726","Southeast US","SEAMAP Fall Coastal Trawl Survey","Scomberomorus maculatus","Spanish mackerel","Persistently Present",NA
"727","Southeast US","SEAMAP Fall Coastal Trawl Survey","Scophthalmus aquosus","Windowpane flounder","Persistently Present",NA
"728","Southeast US","SEAMAP Fall Coastal Trawl Survey","Selene setapinnis","Atlantic moonfish","Persistently Present",NA
"729","Southeast US","SEAMAP Fall Coastal Trawl Survey","Selene vomer","Lookdown","Persistently Present",NA
"730","Southeast US","SEAMAP Fall Coastal Trawl Survey","Sphoeroides maculatus","Northern puffer","Persistently Present",NA
"731","Southeast US","SEAMAP Fall Coastal Trawl Survey","Sphyraena guachancho","Guachanche barracuda","Persistently Present",NA
"732","Southeast US","SEAMAP Fall Coastal Trawl Survey","Sphyrna lewini","Scalloped hammerhead","Emerged",NA
"733","Southeast US","SEAMAP Fall Coastal Trawl Survey","Sphyrna tiburo","Bonnethead","Persistently Present",NA
"734","Southeast US","SEAMAP Fall Coastal Trawl Survey","Squilla empusa","Mantis shrimp","Persistently Present",NA
"735","Southeast US","SEAMAP Fall Coastal Trawl Survey","Stellifer lanceolatus","Star drum","Persistently Present",NA
"736","Southeast US","SEAMAP Fall Coastal Trawl Survey","Stephanolepis hispida","Planehead filefish","Persistently Present",NA
"737","Southeast US","SEAMAP Fall Coastal Trawl Survey","Stomolophus meleagris","Cannonball jellyfish","Emerged","Preliminary trend - under review"
"738","Southeast US","SEAMAP Fall Coastal Trawl Survey","Syacium papillosum","Dusky flounder","Persistently Present",NA
"739","Southeast US","SEAMAP Fall Coastal Trawl Survey","Symphurus plagiusa","Blackcheek tonguefish","Persistently Present",NA
"740","Southeast US","SEAMAP Fall Coastal Trawl Survey","Synodus foetens","Inshore lizardfish","Persistently Present",NA
"741","Southeast US","SEAMAP Fall Coastal Trawl Survey","Trachinotus carolinus","Florida pompano","Persistently Present",NA
"742","Southeast US","SEAMAP Fall Coastal Trawl Survey","Trichiurus lepturus","Atlantic cutlassfish","Persistently Present",NA
"743","Southeast US","SEAMAP Fall Coastal Trawl Survey","Trinectes maculatus","Hogchoker","Persistently Present",NA
"744","Southeast US","SEAMAP Fall Coastal Trawl Survey","Urophycis earllii","Carolina hake","Sporadic - Primarily Absent",NA
"745","Southeast US","SEAMAP Fall Coastal Trawl Survey","Xiphopenaeus kroyeri","Atlantic seabob","Persistently Present",NA
"746","Southeast US","SEAMAP Spring Coastal Trawl Survey","Acanthostracion quadricornis","Scrawled cowfish","Potentially Disappearing",NA
"747","Southeast US","SEAMAP Spring Coastal Trawl Survey","Aetobatus narinari","Spotted eagle ray","Sporadic - Primarily Present",NA
"748","Southeast US","SEAMAP Spring Coastal Trawl Survey","Alosa aestivalis","Blueback herring","Potentially Disappearing",NA
"749","Southeast US","SEAMAP Spring Coastal Trawl Survey","Ancylopsetta quadrocellata","Ocellated flounder","Persistently Present",NA
"750","Southeast US","SEAMAP Spring Coastal Trawl Survey","Archosargus probatocephalus","Sheepshead","Sporadic - Primarily Present",NA
"751","Southeast US","SEAMAP Spring Coastal Trawl Survey","Arenaeus cribrarius","Speckled swimming crab","Persistently Present",NA
"752","Southeast US","SEAMAP Spring Coastal Trawl Survey","Ariopsis felis","Hardhead catfish","Persistently Present",NA
"753","Southeast US","SEAMAP Spring Coastal Trawl Survey","Bagre marinus","Gafftopsail catfish","Sporadic - Primarily Present",NA
"754","Southeast US","SEAMAP Spring Coastal Trawl Survey","Bairdiella chrysoura","Silver perch","Persistently Present",NA
"755","Southeast US","SEAMAP Spring Coastal Trawl Survey","Brevoortia smithi","Yellowfin menhaden","Sporadic - Primarily Present",NA
"756","Southeast US","SEAMAP Spring Coastal Trawl Survey","Brevoortia tyrannus","Atlantic menhaden","Persistently Present",NA
"757","Southeast US","SEAMAP Spring Coastal Trawl Survey","Calappa flammea","Flame box crab","Emerged",NA
"758","Southeast US","SEAMAP Spring Coastal Trawl Survey","Callinectes ornatus","Shelling crab","Sporadic - Primarily Present",NA
"759","Southeast US","SEAMAP Spring Coastal Trawl Survey","Callinectes sapidus","Blue crab","Persistently Present",NA
"760","Southeast US","SEAMAP Spring Coastal Trawl Survey","Callinectes similis","Lesser blue crab","Persistently Present",NA
"761","Southeast US","SEAMAP Spring Coastal Trawl Survey","Cancer irroratus","Atlantic rock crab","Sporadic - Primarily Present",NA
"762","Southeast US","SEAMAP Spring Coastal Trawl Survey","Caranx crysos","Blue runner","Persistently Present",NA
"763","Southeast US","SEAMAP Spring Coastal Trawl Survey","Caranx hippos","Crevalle jack","Sporadic - Primarily Present",NA
"764","Southeast US","SEAMAP Spring Coastal Trawl Survey","Carcharhinus acronotus","Blacknose shark","Emerged",NA
"765","Southeast US","SEAMAP Spring Coastal Trawl Survey","Carcharhinus limbatus","Blacktip shark","Potentially Emerging",NA
"766","Southeast US","SEAMAP Spring Coastal Trawl Survey","Centropristis philadelphica","Rock sea bass","Sporadic - Primarily Present",NA
"767","Southeast US","SEAMAP Spring Coastal Trawl Survey","Centropristis striata","Black sea bass","Persistently Present",NA
"768","Southeast US","SEAMAP Spring Coastal Trawl Survey","Chaetodipterus faber","Atlantic spadefish","Persistently Present",NA
"769","Southeast US","SEAMAP Spring Coastal Trawl Survey","Chilomycterus schoepfii","Striped burrfish","Persistently Present",NA
"770","Southeast US","SEAMAP Spring Coastal Trawl Survey","Chloroscombrus chrysurus","Atlantic bumper","Persistently Present",NA
"771","Southeast US","SEAMAP Spring Coastal Trawl Survey","Citharichthys macrops","Spotted whiff","Persistently Present",NA
"772","Southeast US","SEAMAP Spring Coastal Trawl Survey","Citharichthys spilopterus","Bay whiff","Potentially Emerging",NA
"773","Southeast US","SEAMAP Spring Coastal Trawl Survey","Cynoscion nothus","Silver seatrout","Persistently Present",NA
"774","Southeast US","SEAMAP Spring Coastal Trawl Survey","Cynoscion regalis","Weakfish","Persistently Present",NA
"775","Southeast US","SEAMAP Spring Coastal Trawl Survey","Decapterus punctatus","Round scad","Sporadic - Primarily Present",NA
"776","Southeast US","SEAMAP Spring Coastal Trawl Survey","Diplectrum formosum","Sand perch","Sporadic - Primarily Present",NA
"777","Southeast US","SEAMAP Spring Coastal Trawl Survey","Echeneis naucrates","Sharksucker","Persistently Present",NA
"778","Southeast US","SEAMAP Spring Coastal Trawl Survey","Etropus crossotus","Fringed flounder","Persistently Present",NA
"779","Southeast US","SEAMAP Spring Coastal Trawl Survey","Etropus cyclosquamus","Shelf flounder","Potentially Disappearing",NA
"780","Southeast US","SEAMAP Spring Coastal Trawl Survey","Gibbesia neglecta","Lesser mantis shrimp","Persistently Present",NA
"781","Southeast US","SEAMAP Spring Coastal Trawl Survey","Gymnura altavela","Spiny butterfly ray","Emerged",NA
"782","Southeast US","SEAMAP Spring Coastal Trawl Survey","Gymnura micrura","Smooth butterfly ray","Persistently Present",NA
"783","Southeast US","SEAMAP Spring Coastal Trawl Survey","Harengula jaguana","Scaled sardine","Persistently Present",NA
"784","Southeast US","SEAMAP Spring Coastal Trawl Survey","Hepatus epheliticus","Calico box crab","Persistently Present",NA
"785","Southeast US","SEAMAP Spring Coastal Trawl Survey","Lagodon rhomboides","Pinfish","Persistently Present",NA
"786","Southeast US","SEAMAP Spring Coastal Trawl Survey","Larimus fasciatus","Banded drum","Persistently Present",NA
"787","Southeast US","SEAMAP Spring Coastal Trawl Survey","Leiostomus xanthurus","Spot","Persistently Present",NA
"788","Southeast US","SEAMAP Spring Coastal Trawl Survey","Limulus polyphemus","Horseshoe crab","Emerged",NA
"789","Southeast US","SEAMAP Spring Coastal Trawl Survey","Lolliguncula brevis","Atlantic brief squid","Persistently Present",NA
"790","Southeast US","SEAMAP Spring Coastal Trawl Survey","Menippe mercenaria","Florida stone crab","Persistently Present",NA
"791","Southeast US","SEAMAP Spring Coastal Trawl Survey","Menticirrhus americanus","Southern kingfish","Persistently Present",NA
"792","Southeast US","SEAMAP Spring Coastal Trawl Survey","Menticirrhus littoralis","Gulf kingfish","Persistently Present",NA
"793","Southeast US","SEAMAP Spring Coastal Trawl Survey","Menticirrhus saxatilis","Northern kingfish","Sporadic - Primarily Present",NA
"794","Southeast US","SEAMAP Spring Coastal Trawl Survey","Micropogonias undulatus","Atlantic croaker","Persistently Present",NA
"795","Southeast US","SEAMAP Spring Coastal Trawl Survey","Mobula hypostoma","Devil ray","Sporadic - Primarily Present",NA
"796","Southeast US","SEAMAP Spring Coastal Trawl Survey","Mustelus canis","Smooth dogfish","Potentially Disappearing","Preliminary trend - under review"
"797","Southeast US","SEAMAP Spring Coastal Trawl Survey","Myliobatis freminvillei","Bullnose eagle ray","Persistently Present",NA
"798","Southeast US","SEAMAP Spring Coastal Trawl Survey","Narcine brasiliensis","Brazilian electric ray","Sporadic - Primarily Absent",NA
"799","Southeast US","SEAMAP Spring Coastal Trawl Survey","Octopus vulgaris","Common octopus","Sporadic - Primarily Present",NA
"800","Southeast US","SEAMAP Spring Coastal Trawl Survey","Oligoplites saurus","Leatherjacket","Sporadic - Primarily Absent",NA
"801","Southeast US","SEAMAP Spring Coastal Trawl Survey","Ophidion marginatum","Striped cusk-eel","Sporadic - Primarily Absent",NA
"802","Southeast US","SEAMAP Spring Coastal Trawl Survey","Opisthonema oglinum","Atlantic thread herring","Persistently Present",NA
"803","Southeast US","SEAMAP Spring Coastal Trawl Survey","Orthopristis chrysoptera","Pigfish","Persistently Present",NA
"804","Southeast US","SEAMAP Spring Coastal Trawl Survey","Ovalipes ocellatus","Ocellate lady crab","Persistently Present",NA
"805","Southeast US","SEAMAP Spring Coastal Trawl Survey","Ovalipes stephensoni","Coarsehand lady crab","Persistently Present",NA
"806","Southeast US","SEAMAP Spring Coastal Trawl Survey","Pagurus longicarpus","Longwrist hermit crab","Potentially Disappearing",NA
"807","Southeast US","SEAMAP Spring Coastal Trawl Survey","Pagurus pollicaris","Gray hermit crab","Persistently Present",NA
"808","Southeast US","SEAMAP Spring Coastal Trawl Survey","Paralichthys albigutta","Gulf flounder","Persistently Present",NA
"809","Southeast US","SEAMAP Spring Coastal Trawl Survey","Paralichthys dentatus","Summer flounder","Persistently Present",NA
"810","Southeast US","SEAMAP Spring Coastal Trawl Survey","Paralichthys lethostigma","Southern flounder","Persistently Present",NA
"811","Southeast US","SEAMAP Spring Coastal Trawl Survey","Peprilus paru","Harvestfish","Persistently Present",NA
"812","Southeast US","SEAMAP Spring Coastal Trawl Survey","Peprilus triacanthus","American butterfish","Persistently Present",NA
"813","Southeast US","SEAMAP Spring Coastal Trawl Survey","Persephona mediterranea","Mottled purse crab","Persistently Present",NA
"814","Southeast US","SEAMAP Spring Coastal Trawl Survey","Pilumnus sayi","Spineback hairy crab","Sporadic - Primarily Present",NA
"815","Southeast US","SEAMAP Spring Coastal Trawl Survey","Pomatomus saltatrix","Bluefish","Persistently Present",NA
"816","Southeast US","SEAMAP Spring Coastal Trawl Survey","Porcellana sigsbeiana","Striped porcelain crab","Sporadic - Primarily Absent",NA
"817","Southeast US","SEAMAP Spring Coastal Trawl Survey","Prionotus carolinus","Northern searobin","Persistently Present",NA
"818","Southeast US","SEAMAP Spring Coastal Trawl Survey","Prionotus evolans","Striped searobin","Persistently Present",NA
"819","Southeast US","SEAMAP Spring Coastal Trawl Survey","Prionotus rubio","Blackwing searobin","Emerged",NA
"820","Southeast US","SEAMAP Spring Coastal Trawl Survey","Prionotus scitulus","Leopard searobin","Persistently Present",NA
"821","Southeast US","SEAMAP Spring Coastal Trawl Survey","Prionotus tribulus","Bighead searobin","Persistently Present",NA
"822","Southeast US","SEAMAP Spring Coastal Trawl Survey","Rachycentron canadum","Cobia","Sporadic - Primarily Present",NA
"823","Southeast US","SEAMAP Spring Coastal Trawl Survey","Rhinoptera bonasus","Cownose ray","Persistently Present",NA
"824","Southeast US","SEAMAP Spring Coastal Trawl Survey","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Persistently Present",NA
"825","Southeast US","SEAMAP Spring Coastal Trawl Survey","Rimapenaeus constrictus","Roughneck shrimp","Potentially Disappearing",NA
"826","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sardinella aurita","Spanish sardine","Emerged",NA
"827","Southeast US","SEAMAP Spring Coastal Trawl Survey","Scomberomorus cavalla","King mackerel","Persistently Present",NA
"828","Southeast US","SEAMAP Spring Coastal Trawl Survey","Scomberomorus maculatus","Spanish mackerel","Persistently Present",NA
"829","Southeast US","SEAMAP Spring Coastal Trawl Survey","Scophthalmus aquosus","Windowpane flounder","Persistently Present",NA
"830","Southeast US","SEAMAP Spring Coastal Trawl Survey","Selene setapinnis","Atlantic moonfish","Persistently Present",NA
"831","Southeast US","SEAMAP Spring Coastal Trawl Survey","Selene vomer","Lookdown","Potentially Emerging",NA
"832","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sicyonia brevirostris","Brown rock shrimp","Potentially Disappearing",NA
"833","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sphoeroides maculatus","Northern puffer","Persistently Present",NA
"834","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sphyraena guachancho","Guachanche barracuda","Persistently Present",NA
"835","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sphyrna lewini","Scalloped hammerhead","Emerged",NA
"836","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sphyrna tiburo","Bonnethead","Persistently Present",NA
"837","Southeast US","SEAMAP Spring Coastal Trawl Survey","Squalus acanthias","Spiny dogfish","Sporadic - Primarily Absent",NA
"838","Southeast US","SEAMAP Spring Coastal Trawl Survey","Squilla empusa","Mantis shrimp","Persistently Present",NA
"839","Southeast US","SEAMAP Spring Coastal Trawl Survey","Stellifer lanceolatus","Star drum","Persistently Present",NA
"840","Southeast US","SEAMAP Spring Coastal Trawl Survey","Stephanolepis hispida","Planehead filefish","Sporadic - Primarily Present",NA
"841","Southeast US","SEAMAP Spring Coastal Trawl Survey","Stomolophus meleagris","Cannonball jellyfish","Emerged","Preliminary trend - under review"
"842","Southeast US","SEAMAP Spring Coastal Trawl Survey","Syacium papillosum","Dusky flounder","Sporadic - Primarily Present",NA
"843","Southeast US","SEAMAP Spring Coastal Trawl Survey","Symphurus plagiusa","Blackcheek tonguefish","Potentially Disappearing",NA
"844","Southeast US","SEAMAP Spring Coastal Trawl Survey","Syngnathus louisianae","Chain pipefish","Potentially Disappearing",NA
"845","Southeast US","SEAMAP Spring Coastal Trawl Survey","Synodus foetens","Inshore lizardfish","Persistently Present",NA
"846","Southeast US","SEAMAP Spring Coastal Trawl Survey","Trachinotus carolinus","Florida pompano","Persistently Present",NA
"847","Southeast US","SEAMAP Spring Coastal Trawl Survey","Trachurus lathami","Rough scad","Sporadic - Primarily Present",NA
"848","Southeast US","SEAMAP Spring Coastal Trawl Survey","Trichiurus lepturus","Atlantic cutlassfish","Persistently Present",NA
"849","Southeast US","SEAMAP Spring Coastal Trawl Survey","Trinectes maculatus","Hogchoker","Persistently Present",NA
"850","Southeast US","SEAMAP Spring Coastal Trawl Survey","Upeneus parvus","Dwarf goatfish","Sporadic - Primarily Present",NA
"851","Southeast US","SEAMAP Spring Coastal Trawl Survey","Urophycis floridana","Southern hake","Persistently Present",NA
"852","Southeast US","SEAMAP Spring Coastal Trawl Survey","Urophycis regia","Spotted hake","Persistently Present",NA
"853","Southeast US","SEAMAP Spring Coastal Trawl Survey","Xiphopenaeus kroyeri","Atlantic seabob","Sporadic - Primarily Present",NA
"854","Southeast US","SEAMAP Summer Coastal Trawl Survey","Acanthostracion quadricornis","Scrawled cowfish","Potentially Disappearing",NA
"855","Southeast US","SEAMAP Summer Coastal Trawl Survey","Alectis ciliaris","African pompano","Sporadic - Primarily Present",NA
"856","Southeast US","SEAMAP Summer Coastal Trawl Survey","Alosa aestivalis","Blueback herring","Disappeared",NA
"857","Southeast US","SEAMAP Summer Coastal Trawl Survey","Aluterus schoepfii","Orange filefish","Sporadic - Primarily Present",NA
"858","Southeast US","SEAMAP Summer Coastal Trawl Survey","Ancylopsetta quadrocellata","Ocellated flounder","Persistently Present",NA
