survey_name,valid_name,common,rank,class,order,family,citation,valid_authority,valid_AuthID,url,src_database
Trichocottus brashnikovi,Trichocottus brashnikovi,Hairhead sculpin,Species,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Trichocottus brashnikovi Soldatov & Pavlenko, 1915. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254355 on 2022-12-01","Soldatov & Pavlenko, 1915",254355,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254355,WORMS
Trichodon trichodon,Trichodon trichodon,Pacific sandfish,Species,Actinopteri,Perciformes,Trichodontidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Trichodon trichodon (Tilesius, 1813). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283043 on 2022-12-01","(Tilesius, 1813)",283043,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283043,WORMS
Trichopsetta,Trichopsetta,,HigherOrder,Actinopteri,Pleuronectiformes,Bothidae,,,,,worms
Trichopsetta ventralis,Trichopsetta ventralis,Sash flounder,Species,Actinopteri,Pleuronectiformes,Bothidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Trichopsetta ventralis (Goode & Bean, 1885). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159217 on 2022-12-01","(Goode & Bean, 1885)",159217,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159217,WORMS
Trichotropididae,Trichotropididae,,HigherOrder,,,,,,,,worms
Trichotropis bicarinata,Trichotropis bicarinata,Two keel hairysnail,Species,Gastropoda,Littorinimorpha,Capulidae,"MolluscaBase eds. (2022). MolluscaBase. Trichotropis bicarinata (G. B. Sowerby I, 1825). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=160421 on 2022-12-01","(G. B. Sowerby I, 1825)",160421,https://www.marinespecies.org/aphia.php?p=taxdetails&id=160421,WORMS
Trididemnum opacum,Trididemnum opacum,,Species,Ascidiacea,Aplousobranchia,Didemnidae,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2022). Ascidiacea World Database. Trididemnum opacum (Ritter, 1907). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=251518 on 2022-12-01","(Ritter, 1907)",251518,https://www.marinespecies.org/aphia.php?p=taxdetails&id=251518,WORMS
Triglidae,Triglidae,,HigherOrder,,,,,,,,worms
Triglidae f.,Triglidae,,HigherOrder,,,,,,,,worms
Triglops,Triglops,,HigherOrder,Teleostei,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Triglops Reinhardt, 1830. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126154 on 2023-01-31","Reinhardt, 1830",126154,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126154,worms
Triglops sp.,Triglops,,HigherOrder,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Triglops Reinhardt, 1830. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126154 on 2023-01-31","Reinhardt, 1830",126154,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126154,worms
Triglops forficata,Triglops forficatus,Scissortail sculpin,Species,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Triglops forficata (Gilbert, 1896). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=401176 on 2022-12-01","(Gilbert, 1896)",254530,https://www.marinespecies.org/aphia.php?p=taxdetails&id=401176,WORMS
Triglops macellus,Triglops macellus,Roughspine sculpin,Species,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Triglops macellus (Bean, 1884). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274399 on 2022-12-01","(Bean, 1884)",274399,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274399,WORMS
Triglops metopias,Triglops metopias,Alaskan sculpin,Species,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Triglops metopias Gilbert & Burke, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274400 on 2022-12-01","Gilbert & Burke, 1912",274400,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274400,WORMS
Triglops murrayi,Triglops murrayi,Moustache sculpin,Species,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Triglops murrayi G<fc>nther, 1888. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127205 on 2022-12-01","G<fc>nther, 1888",127205,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127205,WORMS
Triglops nybelini,Triglops nybelini,Bigeye sculpin,Species,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Triglops nybelini Jensen, 1944. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127206 on 2022-12-19","Jensen, 1944",127206,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127206,WORMS
Triglops pingeli,Triglops pingelii,Ribbed sculpin,Species,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Triglops pingeli Reinhardt, 1837. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=401178 on 2022-12-01","Reinhardt, 1837",127207,https://www.marinespecies.org/aphia.php?p=taxdetails&id=401178,WORMS
Triglops pingelii,Triglops pingelii,Ribbed sculpin,Species,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Triglops pingelii Reinhardt, 1837. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127207 on 2022-12-19","Reinhardt, 1837",127207,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127207,WORMS
Triglops scepticus,Triglops scepticus,Spectacled sculpin,Species,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Triglops scepticus Gilbert, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254531 on 2022-12-01","Gilbert, 1896",254531,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254531,WORMS
Triglops xenostethus,Triglops xenostethus,Scaly breasted sculpin,Species,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Triglops xenostethus Gilbert, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274401 on 2022-12-01","Gilbert, 1896",274401,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274401,WORMS
Trinectes inscriptus,Trinectes inscriptus,Scrawled sole,Species,Actinopteri,Pleuronectiformes,Achiridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Trinectes inscriptus (Gosse, 1851). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276000 on 2022-12-01","(Gosse, 1851)",276000,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276000,WORMS
Trinectes maculatus,Trinectes maculatus,Hogchoker,Species,Actinopteri,Pleuronectiformes,Achiridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Trinectes maculatus (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159271 on 2022-12-01","(Bloch & Schneider, 1801)",159271,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159271,WORMS
Triopha,Triopha,,HigherOrder,,,,,,,,worms
Triopha catalinae,Triopha catalinae,Sea clown triopha,Species,Gastropoda,Nudibranchia,Polyceridae,"MolluscaBase eds. (2022). MolluscaBase. Triopha catalinae (J. G. Cooper, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=531258 on 2022-12-01","(J. G. Cooper, 1863)",531258,https://www.marinespecies.org/aphia.php?p=taxdetails&id=531258,WORMS
Pleuroploca gigantea,Triplofusus giganteus,Florida horse conch,Species,Gastropoda,Neogastropoda,Fasciolariidae,"MolluscaBase eds. (2022). MolluscaBase. Pleuroploca gigantea (Kiener, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527746 on 2022-12-01","(Kiener, 1840)",420051,https://www.marinespecies.org/aphia.php?p=taxdetails&id=527746,WORMS
Tripoplax abyssicola,Tripoplax abyssicola,,Species,Polyplacophora,Chitonida,Ischnochitonidae,"MolluscaBase eds. (2023). MolluscaBase. Tripoplax abyssicola (A. G. Smith & Cowan, 1966). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386093 on 2023-01-30","(A. G. Smith & Cowan, 1966)",386093,https://www.marinespecies.org/aphia.php?p=taxdetails&id=386093,worms
Tripoplax beringiana,Tripoplax beringiana,,Species,Polyplacophora,Chitonida,Ischnochitonidae,"MolluscaBase eds. (2022). MolluscaBase. Tripoplax beringiana (R. N. Clark, 2000). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386100 on 2022-12-01","(R. N. Clark, 2000)",386100,https://www.marinespecies.org/aphia.php?p=taxdetails&id=386100,WORMS
Lepidozona trifida,Tripoplax trifida,Three rib chiton,Species,Polyplacophora,Chitonida,Ischnochitonidae,"MolluscaBase eds. (2022). MolluscaBase. Lepidozona trifida (P. P. Carpenter, 1864). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=761653 on 2022-12-01","(P. P. Carpenter, 1864)",386109,https://www.marinespecies.org/aphia.php?p=taxdetails&id=761653,WORMS
Tripoplax trifida,Tripoplax trifida,Three rib chiton,Species,Polyplacophora,Chitonida,Ischnochitonidae,"MolluscaBase eds. (2023). MolluscaBase. Tripoplax trifida (P. P. Carpenter, 1864). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386109 on 2023-01-31","(P. P. Carpenter, 1864)",386109,https://www.marinespecies.org/aphia.php?p=taxdetails&id=386109,worms
Tritonia,Tritonia,,HigherOrder,Gastropoda,Nudibranchia,Tritoniidae,,,,,worms
Tritonia sp.,Tritonia,,HigherOrder,Gastropoda,Nudibranchia,Tritoniidae,,,,,worms
Tritonia festiva,Tritonia festiva,Diamondback tritonia,Species,Gastropoda,Nudibranchia,Tritoniidae,"MolluscaBase eds. (2022). MolluscaBase. Tritonia festiva (Stearns, 1873). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=549413 on 2022-12-01","(Stearns, 1873)",549413,https://www.marinespecies.org/aphia.php?p=taxdetails&id=549413,WORMS
Tochuina tetraquetra,Tritonia tetraquetra,Large orange peel nudibranch,Species,Gastropoda,Nudibranchia,Tritoniidae,"MolluscaBase eds. (2022). MolluscaBase. Tochuina tetraquetra (Pallas, 1788). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1376424 on 2022-12-01","(Pallas, 1788)",851422,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1376424,WORMS
Tritonia diomedea,Tritonia tetraquetra,Large orange peel nudibranch,Species,Gastropoda,Nudibranchia,Tritoniidae,"MolluscaBase eds. (2022). MolluscaBase. Tritonia diomedea Bergh, 1894. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=533526 on 2022-12-01","(Pallas, 1788)",851422,https://www.marinespecies.org/aphia.php?p=taxdetails&id=533526,WORMS
Tritoniidae,Tritoniidae,,HigherOrder,,,,,,,,worms
Trochidae,Trochidae,Top shells,HigherOrder,Gastropoda,Trochida,Trochidae,,,,,worms
Trochidae f.,Trochidae,Top shells,HigherOrder,Gastropoda,Trochida,Trochidae,,,,,worms
Trochus,Trochus,,HigherOrder,,,,,,,,worms
Pinnixa chaetopterana,Tubicolixa chaetopterana,Tube pea crab,Species,Malacostraca,Decapoda,Pinnotheridae,"WoRMS (2022). Pinnixa chaetopterana Stimpson, 1860. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158445 on 2022-12-01","(Stimpson, 1860)",1424673,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158445,WORMS
Tubulanus,Tubulanus,,HigherOrder,Palaeonemertea,Tubulaniformes,Tubulanidae,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2023). World Nemertea Database. Tubulanus Renier, 1804. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=122388 on 2023-01-30","Renier, 1804",122388,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122388,worms
Tubulanus polymorphus,Tubulanus polymorphus,,Species,Palaeonemertea,Tubulaniformes,Tubulanidae,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2023). World Nemertea Database. Tubulanus polymorphus Renier, 1804. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=122637 on 2023-01-30","Renier, 1804",122637,https://www.marinespecies.org/aphia.php?p=taxdetails&id=122637,worms
Tubulanus sp. a (clark 2006),Tubulanus sp. A,,Species,Palaeonemertea,Tubulaniformes,Tubulanidae,,,,,worms
Tubulipora,Tubulipora,,HigherOrder,Stenolaemata,Cyclostomatida,Tubuliporidae,"Bock, P. (2023). World List of Bryozoa. Tubulipora Lamarck, 1816. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=111054 on 2023-01-31","Lamarck, 1816",111054,https://www.marinespecies.org/aphia.php?p=taxdetails&id=111054,worms
Tubulipora sp.,Tubulipora,,HigherOrder,Stenolaemata,Cyclostomatida,Tubuliporidae,"Bock, P. (2023). World List of Bryozoa. Tubulipora Lamarck, 1816. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=111054 on 2023-01-31","Lamarck, 1816",111054,https://www.marinespecies.org/aphia.php?p=taxdetails&id=111054,worms
Pinnotheres maculatus,Tumidotheres maculatus,Squatter pea crab,Species,Malacostraca,Decapoda,Pinnotheridae,,,,,WORMS
Tunicata,Tunicata,Sea squirts,HigherOrder,,,,,,,,worms
Tunicata s.p.,Tunicata,Sea squirts,HigherOrder,,,,,,,,worms
Turbellaria,Turbellaria,,HigherOrder,,,,,,,,worms
Turbellaria c.,Turbellaria,,HigherOrder,,,,,,,,worms
Turbinidae,Turbinidae,,HigherOrder,,,,,,,,worms
Turbo,Turbo,,HigherOrder,,,,,,,,worms
Turbo castaneus,Turbo castanea,,Species,Gastropoda,Trochida,Turbinidae,"MolluscaBase eds. (2022). MolluscaBase. Turbo castaneus Gmelin, 1791. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1600893 on 2022-12-01","Gmelin, 1791",528089,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1600893,WORMS
Turris,Turris,,HigherOrder,Gastropoda,Neogastropoda,Turridae,,,,,worms
Turritella acropora,Turritella acropora,Boring turretsnail,Species,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,"MolluscaBase eds. (2022). MolluscaBase. Turritella acropora Dall, 1889. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=419541 on 2022-12-01","Dall, 1889",419541,https://www.marinespecies.org/aphia.php?p=taxdetails&id=419541,WORMS
Turritella exoleta,Turritella exoleta,Eastern turretsnail,Species,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,"MolluscaBase eds. (2022). MolluscaBase. Turritella exoleta (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=419542 on 2022-12-01","(Linnaeus, 1758)",419542,https://www.marinespecies.org/aphia.php?p=taxdetails&id=419542,WORMS
Tyche,Tyche,,HigherOrder,,,,,,,,worms
Tyche emarginata,Tyche emarginata,Fourhorn crab,Species,Malacostraca,Decapoda,Epialtidae,"WoRMS (2022). Tyche emarginata White, 1847. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=422022 on 2022-12-01","White, 1847",422022,https://www.marinespecies.org/aphia.php?p=taxdetails&id=422022,WORMS
Tylosurus acus,Tylosurus acus,Agujon needlefish,Species,Actinopteri,Beloniformes,Belonidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Tylosurus acus (Lacep<e8>de, 1803). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126378 on 2022-12-01","(Lacep<e8>de, 1803)",126378,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126378,WORMS
Tylosurus crocodilus,Tylosurus crocodilus,Hound needlefish,Species,Actinopteri,Beloniformes,Belonidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Tylosurus crocodilus (P<e9>ron & Lesueur, 1821). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159259 on 2022-12-01","(P<e9>ron & Lesueur, 1821)",159259,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159259,WORMS
Munida valida,Typhlonida valida,Vigorous squat lobster,Species,Malacostraca,Decapoda,Munididae,"WoRMS (2022). Munida valida Smith, 1883. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158399 on 2022-12-19","(Smith, 1883)",1605967,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158399,WORMS
Ulva sp.,Ulva,,HigherOrder,Ulvophyceae<U+00A0>,,,,,,,worms
Ulvaria subbifurcata,Ulvaria subbifurcata,Radiated shanny,Species,Actinopteri,Perciformes,Stichaeidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Ulvaria subbifurcata (Storer, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159821 on 2022-12-01","(Storer, 1839)",159821,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159821,WORMS
Umbellula,Umbellula,,HigherOrder,Anthozoa,Scleralcyonacea,Umbellulidae,,,,,worms
Umbellula sp.,Umbellula,,HigherOrder,Anthozoa,Scleralcyonacea,Umbellulidae,,,,,worms
Umbellulidae,Umbellulidae,,HigherOrder,,,,,,,,worms
Umbraculum,Umbraculum,,HigherOrder,,,,,,,,worms
Umbraculum plicatulum,Umbraculum umbraculum,,Species,Gastropoda,Umbraculida,Umbraculidae,"MolluscaBase eds. (2022). MolluscaBase. Umbraculum plicatulum (Martens, 1881). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=550440 on 2022-12-01","([Lightfoot], 1786)",141879,https://www.marinespecies.org/aphia.php?p=taxdetails&id=550440,WORMS
Umbrina coroides,Umbrina coroides,Sand drum,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Umbrina coroides Cuvier, 1830. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159338 on 2022-12-01","Cuvier, 1830",159338,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159338,WORMS
Unionidae,Unionidae,,HigherOrder,,,,,,,,worms
Upeneus parvus,Upeneus parvus,Dwarf goatfish,Species,Actinopteri,Mulliformes,Mullidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Upeneus parvus Poey, 1852. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159422 on 2022-12-01","Poey, 1852",159422,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159422,WORMS
Upogebia affinis,Upogebia affinis,Coastal mud shrimp,Species,Malacostraca,Decapoda,Upogebiidae,"WoRMS (2022). Upogebia affinis (Say, 1818). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158389 on 2022-12-01","(Say, 1818)",158389,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158389,WORMS
Upogebia pugettensis,Upogebia pugettensis,Blue mud shrimp,Species,Malacostraca,Decapoda,Upogebiidae,"WoRMS (2022). Upogebia pugettensis (Dana, 1852). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=367757 on 2022-12-01","(Dana, 1852)",367757,https://www.marinespecies.org/aphia.php?p=taxdetails&id=367757,WORMS
Uranoscopidae,Uranoscopidae,,HigherOrder,,,,,,,,worms
Uraspis secunda,Uraspis secunda,Cottonmouth jack,Species,Actinopteri,Carangiformes,Carangidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Uraspis secunda (Poey, 1860). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159658 on 2022-12-01","(Poey, 1860)",159658,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159658,WORMS
Urasterias lincki,Urasterias lincki,,Species,Asteroidea,Forcipulatida,Asteriidae,"Mah, C.L. (2022). World Asteroidea Database. Urasterias lincki (M<fc>ller & Troschel, 1842). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=123815 on 2022-12-19","(M<fc>ller & Troschel, 1842)",123815,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123815,WORMS
Urobatis,Urobatis,,HigherOrder,,,,,,,,worms
Urolophus jamaicencis,Urobatis jamaicensis,Yellow stingray,Species,,,,,,,,worms
Uroconger,Uroconger,,HigherOrder,Actinopteri,Anguilliformes,Congridae,,,,,worms
Uroconger syringinus,Uroconger syringinus,Threadtail conger,Species,Actinopteri,Anguilliformes,Congridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Uroconger syringinus Ginsburg, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158574 on 2022-12-01","Ginsburg, 1954",158574,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158574,WORMS
Urophycis,Urophycis,,HigherOrder,Actinopteri,Gadiformes,Phycidae,,,,,worms
Urophycis sp,Urophycis,,HigherOrder,Actinopteri,Gadiformes,Phycidae,,,,,worms
Urophycis sp.,Urophycis,,HigherOrder,Actinopteri,Gadiformes,Phycidae,,,,,worms
Urophycis chuss,Urophycis chuss,Red hake,Species,Actinopteri,Gadiformes,Phycidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Urophycis chuss (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126503 on 2022-12-01","(Walbaum, 1792)",126503,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126503,WORMS
Urophycis cirratus,Urophycis cirrata,Gulf hake,Species,Actinopterygii,Gadiformes,Phycidae,,,,,WORMS
Urophycis earlli,Urophycis earllii,Carolina hake,Species,Actinopteri,Gadiformes,Phycidae,,,,,WORMS
Urophycis earllii,Urophycis earllii,Carolina hake,Species,Actinopteri,Gadiformes,Phycidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Urophycis earllii (Bean, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158989 on 2022-12-01","(Bean, 1880)",158989,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158989,WORMS
Urophycis floridana,Urophycis floridana,Southern hake,Species,Actinopteri,Gadiformes,Phycidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Urophycis floridana (Bean & Dresel, 1884). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158990 on 2022-12-01","(Bean & Dresel, 1884)",158990,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158990,WORMS
Urophycis floridanus,Urophycis floridana,Southern hake,Species,Actinopteri,Gadiformes,Phycidae,,,,,WORMS
Urophycis regia,Urophycis regia,Spotted hake,Species,Actinopteri,Gadiformes,Phycidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Urophycis regia (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158991 on 2022-12-01","(Walbaum, 1792)",158991,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158991,WORMS
Urophycis tenuis,Urophycis tenuis,White hake,Species,Actinopteri,Gadiformes,Phycidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Urophycis tenuis (Mitchill, 1814). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126504 on 2022-12-01","(Mitchill, 1814)",126504,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126504,WORMS
Urosalpinx cinerea,Urosalpinx cinerea,Atlantic oyster drill,Species,Gastropoda,Neogastropoda,Muricidae,"MolluscaBase eds. (2022). MolluscaBase. Urosalpinx cinerea (Say, 1822). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140429 on 2022-12-01","(Say, 1822)",140429,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140429,WORMS
Urticina,Urticina,,HigherOrder,Anthozoa,Actiniaria,Actiniidae,,,,,worms
Urticina sp.,Urticina,,HigherOrder,Anthozoa,Actiniaria,Actiniidae,,,,,worms
Urticina columbiana,Urticina columbiana,Crusty red anemone,Species,Anthozoa,Actiniaria,Actiniidae,"Rodr<ed>guez, E.; Fautin, D; Daly, M. (2022). World List of Actiniaria. Urticina columbiana Verrill, 1922. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283440 on 2022-12-01","Verrill, 1922",283440,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283440,WORMS
Urticina coriacea,Urticina coriacea,Leathery anemone,Species,Anthozoa,Actiniaria,Actiniidae,"Rodr<ed>guez, E.; Fautin, D; Daly, M. (2022). World List of Actiniaria. Urticina coriacea (Cuvier, 1798). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283441 on 2022-12-01","(Cuvier, 1798)",283441,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283441,WORMS
Urticina crassicornis,Urticina crassicornis,Mottled anemone,Species,Anthozoa,Actiniaria,Actiniidae,"Rodr<ed>guez, E.; Fautin, D; Daly, M. (2022). World List of Actiniaria. Urticina crassicornis (M<fc>ller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100832 on 2022-12-01","(M<fc>ller, 1776)",100832,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100832,WORMS
Urticina lofotensis,Urticina eques,Spotted red anemone,Species,Anthozoa,Actiniaria,Actiniidae,"Rodr<ed>guez, E.; Fautin, D; Daly, M. (2022). World List of Actiniaria. Urticina lofotensis (Danielssen, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240768 on 2022-12-01","(Gosse, 1858)",100833,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240768,WORMS
Tealia felina,Urticina felina,Northern red anemone,Species,Anthozoa,Actiniaria,Actiniidae,,,,,WORMS
Vampyroteuthidae,Vampyroteuthidae,,HigherOrder,,,,,,,,worms
Vampyroteuthis infernalis,Vampyroteuthis infernalis,Vampire squid,Species,Cephalopoda,Vampyromorpha,Vampyroteuthidae,"MolluscaBase eds. (2022). MolluscaBase. Vampyroteuthis infernalis Chun, 1903. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=141887 on 2022-12-01","Chun, 1903",141887,https://www.marinespecies.org/aphia.php?p=taxdetails&id=141887,WORMS
Varicorbula,Varicorbula,,HigherOrder,,,,,,,,worms
